id,stats_y_cards,stats_r_cards,event_incident_typefk,elapsed,card_type,subtype,player1,sortorder,team,id,n,original_index
7583,1,,73,19,y,serious_fouls,30876,1,8668,1003345,201,2115
7584,1,,73,40,y,serious_fouls,130670,1,8559,1003638,221,2115
9541,,1,177,72,y2,serious_fouls,11576,1,8559,980855,435,2663
7586,1,,70,47,y,,25415,1,8602,1014917,234,2116
7587,1,,73,65,y,serious_fouls,36012,1,8668,1015214,230,2116
7588,1,,73,16,y,serious_fouls,24223,3,8654,1029604,207,2117
7589,1,,203,37,y,emergency_brake,24216,0,8668,1029787,260,2117
7590,1,,73,43,y,serious_fouls,38491,2,8654,1029859,265,2117
7591,1,,73,56,y,serious_fouls,30876,1,8668,1030103,279,2117
7592,1,,73,70,y,serious_fouls,37169,1,8654,1030198,264,2117
9550,,1,65,71,r,emergency_brake,26454,1,8559,1004155,242,2665
7594,1,,70,71,y,,38807,0,10252,1044949,343,2118
7595,1,,78,73,y,kicked_ball_away,31465,2,8668,1044982,346,2118
7596,1,,73,90,y,serious_fouls,38609,1,10252,1045201,373,2118
7597,1,,505,20,y,Unsportsmanlike Cond,24011,0,8668,1047535,260,2119
7598,1,,505,20,y,Unsportsmanlike Cond,23916,1,8655,1047540,264,2119
7599,1,,73,65,y,serious_fouls,38711,1,8655,1048251,305,2119
7600,1,,73,76,y,serious_fouls,24216,3,8668,1048398,309,2119
7601,1,,508,82,y,Removing Shirt,34176,0,8655,1048478,312,2119
7602,1,,73,39,y,serious_fouls,37266,1,9879,1061847,228,2120
7603,1,,505,42,y,Unsportsmanlike Cond,23916,2,8655,1128567,266,2123
7604,1,,129,65,y,hands,30876,1,8668,1128959,293,2123
7605,1,,73,71,y,serious_fouls,30658,1,8655,1129070,306,2123
7606,1,,73,61,y,serious_fouls,47418,1,10194,1243284,105,2124
7607,1,,70,63,y,,24846,1,8668,1243313,133,2124
7608,1,,70,22,y,,29571,1,8483,1258277,207,2125
7609,1,,70,38,y,,23065,1,8483,1258504,223,2125
7610,1,,70,90,y,,23268,2,8668,1259492,274,2125
7611,1,,70,39,y,,26454,1,8559,1269153,317,2126
7612,1,,70,42,y,,130670,1,8559,1269162,303,2126
7613,1,,70,45,y,,40128,3,8559,1269180,318,2126
9585,,1,67,87,r,violence,39618,0,8668,1270421,285,2676
7615,1,,325,26,y,pushing,30839,1,8668,1277940,328,2127
7616,1,,73,49,y,serious_fouls,33812,2,9825,1278398,370,2127
7617,1,,73,52,y,serious_fouls,30613,0,9825,1278439,371,2127
7618,1,,505,90,y,Unsportsmanlike Cond,77690,0,8668,1279050,437,2127
7619,1,,505,18,y,Unsportsmanlike Cond,30839,1,8668,1292993,257,2128
7620,1,,505,74,y,Unsportsmanlike Cond,109058,1,8668,1293282,321,2128
7621,1,,25,32,y,stall_time,23257,0,8659,1298174,105,2129
9589,,1,270,76,r,,30929,1,10261,1285282,401,2678
7623,1,,73,71,y,serious_fouls,32734,1,8659,1299148,143,2129
7624,1,,73,83,y,serious_fouls,31989,1,8668,1299383,121,2129
9599,,1,177,79,y2,serious_fouls,16351,0,8456,1312522,364,2680
7626,1,,505,88,y,Unsportsmanlike Cond,71502,2,8659,1299611,140,2129
7627,1,,70,29,y,,30371,2,8668,1311564,203,2130
7628,1,,73,41,y,serious_fouls,31465,1,8668,1311769,210,2130
7629,1,,70,76,y,,30627,0,8455,1312477,216,2130
7630,1,,70,76,y,,77690,0,8668,1312481,240,2130
7631,1,,70,90,y,,23268,0,8668,1312719,252,2130
7632,1,,73,7,y,serious_fouls,30371,1,8668,1323368,363,2131
7633,1,,73,27,y,serious_fouls,36012,1,8668,1323712,377,2131
7634,1,,73,31,y,serious_fouls,129817,1,8528,1323772,407,2131
7635,1,,78,79,y,kicked_ball_away,25948,1,8528,1324764,490,2131
7636,1,,73,90,y,serious_fouls,111865,1,8528,1324914,492,2131
7637,1,,505,90,y,Unsportsmanlike Cond,29581,3,8528,1324961,472,2131
7638,1,,73,23,y,serious_fouls,39027,2,8456,1339776,316,2132
7639,1,,73,34,y,serious_fouls,39618,3,8668,1339846,344,2132
7640,1,,73,55,y,serious_fouls,25666,3,8668,1339969,371,2132
9604,,1,177,56,y2,serious_fouls,155384,2,8559,1327739,394,2681
7642,1,,505,90,y,Unsportsmanlike Cond,23782,1,8456,1340146,429,2132
7643,1,,325,90,y,pushing,30831,3,8456,1340155,433,2132
9625,,1,67,36,r,violence,23932,3,8559,1146980,243,2686
7645,1,,73,35,y,serious_fouls,23435,2,8602,1136272,272,2133
7646,1,,79,77,y,verbal_abuse,30839,10,8668,1137175,309,2133
7647,1,,73,84,y,serious_fouls,23425,1,8602,1137269,314,2133
7648,1,,70,65,y,,34590,1,8654,1345232,334,2134
7649,1,,203,12,y,emergency_brake,24211,2,10252,1147801,294,2135
7650,1,,70,60,y,,24751,1,10252,1148538,357,2135
7651,1,,70,62,y,,139671,1,10252,1148559,364,2135
7652,1,,70,80,y,,38609,4,10252,1148700,388,2135
7653,1,,73,45,y,serious_fouls,24154,1,10260,1156213,307,2136
7654,1,,505,51,y,Unsportsmanlike Cond,30839,1,8668,1156235,317,2136
7655,1,,73,33,y,serious_fouls,31989,1,8668,1172335,305,2137
7656,1,,73,59,y,serious_fouls,23579,1,10261,1172863,332,2137
7657,1,,505,63,y,Unsportsmanlike Cond,39618,3,8668,1172940,347,2137
7658,1,,79,67,y,verbal_abuse,37475,0,10261,1172988,350,2137
7659,1,,70,69,y,,23933,1,10261,1173030,359,2137
7660,1,,73,76,y,serious_fouls,36012,2,8668,1186637,365,2138
7661,1,,73,80,y,serious_fouls,34479,1,9879,1186698,372,2138
7662,1,,73,86,y,serious_fouls,34574,1,9879,1186792,381,2138
7663,1,,70,19,y,,33632,1,8650,1217581,278,2140
7664,1,,505,28,y,Unsportsmanlike Cond,30876,3,8668,1217654,293,2140
7665,1,,203,31,y,emergency_brake,25923,5,8650,1217685,297,2140
7666,1,,70,76,y,,31989,4,8668,1218549,344,2140
7667,1,,70,88,y,,30853,2,8650,1218719,362,2140
7668,1,,203,10,y,emergency_brake,97988,3,8586,1229723,269,2141
7669,1,,70,51,y,,77690,4,8668,1229830,322,2141
7670,1,,505,74,y,Unsportsmanlike Cond,30840,1,8586,1229899,343,2141
7671,1,,203,78,y,emergency_brake,156727,2,8586,1229917,352,2141
7672,1,,70,40,y,,149917,0,8658,1449706,275,2142
7673,1,,203,48,y,emergency_brake,23787,5,8658,1449868,289,2142
7674,1,,505,54,y,Unsportsmanlike Cond,30839,2,8668,1449916,295,2142
7675,1,,70,82,y,,25067,1,8658,1450140,329,2142
7676,1,,203,12,y,emergency_brake,24408,2,10194,1346641,207,2143
7677,1,,70,31,y,,46518,1,10194,1346911,224,2143
7678,1,,73,48,y,serious_fouls,24411,1,10194,1347179,241,2143
7679,1,,203,58,y,emergency_brake,25668,1,10194,1347321,253,2143
7680,1,,79,62,y,verbal_abuse,30876,1,8668,1347366,256,2143
7681,1,,73,57,y,serious_fouls,30371,1,8668,1352629,398,2144
7682,1,,505,52,y,Unsportsmanlike Cond,30660,3,8650,1366934,374,2145
7683,1,,325,63,y,pushing,30853,1,8650,1367023,401,2145
7684,1,,73,90,y,serious_fouls,37139,0,8650,1367322,426,2145
7685,1,,505,32,y,Unsportsmanlike Cond,24223,1,8654,1373266,319,2146
7686,1,,505,42,y,Unsportsmanlike Cond,39618,1,8668,1373428,329,2146
7687,1,,505,83,y,Unsportsmanlike Cond,26347,0,8654,1374097,382,2146
9633,,1,63,64,r,serious_fouls,23783,3,8559,1157984,386,2687
7689,1,,505,5,y,Unsportsmanlike Cond,143793,1,9825,1390773,301,2147
7690,1,,73,14,y,serious_fouls,24216,2,8668,1390840,309,2147
7691,1,,505,45,y,Unsportsmanlike Cond,31435,1,9825,1391168,341,2147
7692,1,,73,46,y,serious_fouls,109058,2,8668,1391254,343,2147
7693,1,,505,59,y,Unsportsmanlike Cond,24011,2,8668,1391359,360,2147
7694,1,,176,60,y,violence,30843,2,9825,1391374,362,2147
7695,1,,25,71,y,stall_time,31465,-5,8668,1391520,374,2147
7696,1,,70,74,y,,24006,2,8668,1391543,377,2147
7697,1,,70,50,y,,39109,3,8483,1396630,230,2148
7698,1,,70,12,y,,34261,2,8559,1408903,246,2149
7699,1,,505,25,y,Unsportsmanlike Cond,24023,1,8668,1440183,368,2151
7700,1,,505,39,y,Unsportsmanlike Cond,24228,3,10261,1440368,386,2151
7701,1,,176,76,y,violence,25666,0,8668,1441221,436,2151
7702,1,,176,76,y,violence,23933,1,10261,1441232,439,2151
7703,1,,505,82,y,Unsportsmanlike Cond,30839,4,8668,1441374,455,2151
7704,1,,505,83,y,Unsportsmanlike Cond,24846,3,8668,1441395,457,2151
7705,1,,70,55,y,,24006,2,8668,1467396,293,2152
7706,1,,70,64,y,,24023,1,8668,1467503,305,2152
7707,1,,70,33,y,,30839,2,8668,1480872,311,2153
7708,1,,70,35,y,,23268,1,8668,1480891,313,2153
7709,1,,70,48,y,,25572,1,10252,1481263,327,2153
7710,1,,73,70,y,serious_fouls,159833,1,10252,1481675,353,2153
7711,1,,73,84,y,serious_fouls,24006,1,8668,1481925,361,2153
7712,1,,70,52,y,,10491,2,8668,1492024,350,2154
7713,1,,70,25,y,,30342,1,8655,1504803,300,2155
7714,1,,505,26,y,Unsportsmanlike Cond,24846,3,8668,1504816,305,2155
7715,1,,505,71,y,Unsportsmanlike Cond,213711,0,8655,1505505,353,2155
7716,1,,70,73,y,,186137,2,8655,1505683,369,2155
7717,1,,70,90,y,,109058,7,8668,1511555,385,2155
7718,1,,70,54,y,,40961,1,10260,1517100,331,2156
7719,1,,70,55,y,,30876,2,8668,1517103,346,2156
7720,1,,25,82,y,stall_time,31465,1,8668,1517300,379,2156
7721,1,,70,40,y,,40015,3,8528,1529441,237,2157
7722,1,,70,58,y,,24023,3,8668,1529794,252,2157
7723,1,,505,82,y,Unsportsmanlike Cond,109058,2,8668,1530055,279,2157
7724,1,,73,88,y,serious_fouls,111865,0,8528,1530118,291,2157
7725,1,,70,45,y,,30371,1,8668,1540638,176,2158
7726,1,,70,61,y,,109058,0,8668,1541125,248,2158
7727,1,,70,61,y,,39027,1,8456,1541128,171,2158
7728,1,,70,67,y,,24006,1,8668,1541236,238,2158
7729,1,,70,72,y,,16351,0,8456,1541276,237,2158
7730,1,,70,90,y,,77690,0,8668,1541469,220,2158
7731,1,,325,49,y,pushing,30371,2,8668,1551542,391,2159
7732,1,,73,62,y,serious_fouls,23954,1,8659,1551694,409,2159
7733,1,,73,64,y,serious_fouls,30839,2,8668,1551726,414,2159
9649,,1,26,90,y2,,30753,1,8559,1215329,349,2691
7735,1,,505,90,y,Unsportsmanlike Cond,37428,3,8659,1552093,448,2159
7736,1,,73,26,y,serious_fouls,30839,1,8668,1564806,258,2160
7737,1,,73,47,y,serious_fouls,77690,1,8668,1565345,284,2160
7738,1,,70,51,y,,24846,1,8668,1565434,292,2160
7739,1,,73,51,y,serious_fouls,26564,3,8455,1565448,293,2160
9671,,1,270,54,r,,24890,2,10261,1429787,338,2700
7741,1,,70,90,y,,30853,1,8455,1566428,352,2160
7742,1,,70,26,y,,109058,1,8668,1741416,251,2161
9681,,1,63,76,r,serious_fouls,43248,0,10260,1465926,367,2702
7744,1,,70,90,y,,39618,2,8668,1741796,314,2161
7745,1,,70,51,y,,30839,1,8668,1759189,314,2162
7746,1,,70,65,y,,24846,1,8668,1759227,332,2162
7747,1,,203,79,y,emergency_brake,40565,1,10261,1759272,348,2162
7748,1,,70,82,y,,24890,1,10261,1759290,356,2162
7749,1,,70,83,y,,42714,1,8668,1759292,363,2162
7750,1,,70,72,y,,23225,1,8602,1777911,269,2163
7751,1,,79,86,y,verbal_abuse,25421,0,8602,1778156,303,2163
7752,1,,70,90,y,,24846,0,8668,1778267,298,2163
7753,1,,70,71,y,,35466,2,8602,1780708,291,2163
9706,,1,507,86,r,Unsportsmanlike Cond,51553,1,8559,1566291,348,2710
7755,1,,325,43,y,pushing,24006,1,8668,1792644,295,2164
9710,,1,67,90,r,violence,23311,1,10172,1605183,336,2711
7757,1,,73,49,y,serious_fouls,47418,1,10194,1814261,335,2165
7758,1,,325,16,y,pushing,24011,1,9825,1824848,393,2166
7759,1,,325,24,y,pushing,77690,2,8668,1825020,412,2166
9713,,1,26,48,y2,,23937,1,8559,1742711,243,2712
7761,1,,325,82,y,pushing,24216,4,8668,1826474,502,2166
7762,1,,505,4,y,Unsportsmanlike Cond,111800,1,9850,1838577,300,2167
7763,1,,505,78,y,Unsportsmanlike Cond,30371,0,8668,1839873,398,2167
7764,1,,70,41,y,,24948,1,10003,1851642,194,2168
7765,1,,70,69,y,,38831,1,10003,1852326,222,2168
7766,1,,70,76,y,,158962,1,8668,1852458,230,2168
7767,1,,505,72,y,Unsportsmanlike Cond,30839,3,8668,1854513,339,2169
7768,1,,73,39,y,serious_fouls,33931,1,10172,1613842,136,2170
7769,1,,70,81,y,,24006,1,8668,1614315,155,2170
7770,1,,505,14,y,Unsportsmanlike Cond,25666,0,8668,1622166,284,2171
7771,1,,505,14,y,Unsportsmanlike Cond,30658,1,8655,1622167,285,2171
7772,1,,73,24,y,serious_fouls,113465,1,8655,1622246,305,2171
7773,1,,77,45,y,shirt_pull,155355,2,8655,1622414,330,2171
7774,1,,78,55,y,kicked_ball_away,109621,1,8655,1622576,350,2171
7775,1,,325,52,y,pushing,24011,0,8668,1622719,367,2171
7776,1,,73,90,y,serious_fouls,19020,2,8655,1622930,402,2171
7777,1,,70,66,y,,23268,1,8668,1637022,252,2172
7778,1,,508,84,y,Removing Shirt,23264,0,10252,1637331,275,2172
7779,1,,73,60,y,serious_fouls,39618,2,8668,1655192,265,2173
7780,1,,79,66,y,verbal_abuse,41071,0,8528,1655291,304,2173
7781,1,,70,88,y,,186975,1,8668,1655637,242,2173
7782,1,,505,20,y,Unsportsmanlike Cond,109058,42,8668,1670284,324,2174
7783,1,,505,25,y,Unsportsmanlike Cond,30371,3,8668,1670297,328,2174
7784,1,,505,30,y,Unsportsmanlike Cond,24006,1,8668,1670303,326,2174
7785,1,,505,31,y,Unsportsmanlike Cond,36615,1,8456,1670305,321,2174
7786,1,,505,63,y,Unsportsmanlike Cond,30876,0,8668,1670457,382,2174
7787,1,,505,87,y,Unsportsmanlike Cond,23268,18,8668,1670638,401,2174
9721,,1,63,19,r,serious_fouls,24166,1,8559,1792192,302,2715
7789,1,,70,28,y,,30876,0,8668,1688567,281,2175
7790,1,,70,50,y,,95327,1,8650,1688646,335,2175
7791,1,,505,16,y,Unsportsmanlike Cond,39618,2,8668,1711089,255,2176
7792,1,,505,38,y,Unsportsmanlike Cond,38834,1,8455,1711270,280,2176
7793,1,,505,41,y,Unsportsmanlike Cond,24846,2,8668,1711328,287,2176
7794,1,,70,70,y,,51553,1,8455,1711895,312,2176
7795,1,,505,49,y,Unsportsmanlike Cond,24216,1,8668,1731503,202,2177
7796,1,,73,53,y,serious_fouls,31907,0,9879,1731570,206,2177
7797,1,,73,73,y,serious_fouls,23283,1,9879,1731776,205,2177
7798,1,,70,90,y,,43247,0,9879,1732237,228,2177
7799,1,,73,45,y,serious_fouls,30700,1,8668,1869998,203,2178
7800,1,,203,75,y,emergency_brake,30895,1,8586,1870320,231,2178
7801,1,,73,84,y,serious_fouls,30876,1,8668,1870401,248,2178
7802,1,,79,85,y,verbal_abuse,39618,0,8668,1870413,239,2178
7803,1,,203,85,y,emergency_brake,24846,3,8668,1857516,295,2179
7804,1,,70,90,y,,160196,4,8668,1857534,301,2179
7805,1,,70,12,y,,41175,1,8559,1861071,208,2180
7806,1,,505,21,y,Unsportsmanlike Cond,24780,0,8559,1861137,218,2180
7807,1,,70,77,y,,24216,1,8668,1861529,273,2180
7808,1,,70,90,y,,23783,3,8559,1861623,294,2180
7809,1,,77,35,y,shirt_pull,39618,1,8668,1872514,234,2181
7810,1,,73,89,y,serious_fouls,139671,2,10252,1873400,300,2181
7811,1,,505,42,y,Unsportsmanlike Cond,155355,1,8655,1889104,262,2182
7812,1,,505,71,y,Unsportsmanlike Cond,24156,3,8668,1889722,303,2182
7813,1,,505,77,y,Unsportsmanlike Cond,113465,1,8655,1889807,296,2182
7814,1,,505,83,y,Unsportsmanlike Cond,42714,0,8668,1889880,318,2182
7815,1,,505,34,y,Unsportsmanlike Cond,39027,1,8456,1909237,242,2183
7816,1,,505,59,y,Unsportsmanlike Cond,33086,1,8456,1909619,275,2183
7817,1,,505,77,y,Unsportsmanlike Cond,42714,4,8668,1909876,294,2183
7818,1,,505,56,y,Unsportsmanlike Cond,28901,1,8528,1916479,203,2184
7819,1,,505,88,y,Unsportsmanlike Cond,111865,2,8528,1916944,273,2184
7820,1,,505,42,y,Unsportsmanlike Cond,25923,3,8455,1929253,271,2185
7821,1,,505,52,y,Unsportsmanlike Cond,25925,3,8455,1929490,201,2185
7822,1,,505,59,y,Unsportsmanlike Cond,30853,2,8455,1929573,261,2185
7823,1,,505,56,y,Unsportsmanlike Cond,36012,0,8668,1994869,225,2186
7824,1,,505,78,y,Unsportsmanlike Cond,24846,1,8668,1995019,246,2186
9724,,1,65,18,r,emergency_brake,23783,1,8559,1808170,243,2716
7826,1,,505,90,y,Unsportsmanlike Cond,24023,1,8668,1995059,261,2186
7827,1,,505,90,y,Unsportsmanlike Cond,37475,3,8650,1995064,263,2186
7828,1,,70,36,y,,42714,1,8668,1972691,270,2187
7829,1,,70,37,y,,36012,11,8668,1972748,274,2187
7830,1,,505,90,y,Unsportsmanlike Cond,23070,4,10172,1973743,336,2187
7831,1,,70,60,y,,40006,2,8586,1987528,235,2188
7832,1,,70,61,y,,30348,3,8586,1987546,237,2188
7833,1,,70,80,y,,30839,1,8668,1987663,253,2188
7834,1,,25,90,y,stall_time,31465,1,8668,1987794,276,2188
7835,1,,73,39,y,serious_fouls,26111,1,9825,2006979,286,2189
9746,,1,67,45,r,violence,30753,0,8559,1654768,257,2725
7837,1,,73,61,y,serious_fouls,36012,1,8668,2007404,239,2189
7838,1,,70,45,y,,47558,5,10003,2011788,244,2190
7839,1,,70,73,y,,24156,3,8668,2012382,268,2190
7840,1,,505,83,y,Unsportsmanlike Cond,36012,0,8668,2012508,279,2190
7841,1,,70,55,y,,8922,1,8668,2023167,209,2191
7842,1,,70,60,y,,30876,1,8668,2023270,259,2191
7843,1,,70,65,y,,26527,1,8659,2023360,258,2191
7844,1,,70,24,y,,24846,1,8668,2038633,211,2192
7845,1,,70,55,y,,36012,4,8668,2039278,232,2192
7846,1,,70,65,y,,39618,1,8668,2039457,244,2192
7847,1,,70,18,y,,25150,1,8472,2046918,179,2193
7848,1,,70,83,y,,30352,5,8472,2047798,243,2193
9750,,1,269,55,r,shirt_pull,24166,2,8559,1671709,324,2726
7850,1,,203,62,y,emergency_brake,40695,1,10194,2108369,350,2194
7851,1,,203,90,y,emergency_brake,36012,4,8668,2108599,359,2194
7852,1,,203,45,y,emergency_brake,24216,0,8668,2077823,306,2195
7853,1,,203,47,y,emergency_brake,32569,0,10260,2077947,307,2195
7854,1,,70,59,y,,30371,1,8668,2078057,321,2195
7855,1,,73,44,y,serious_fouls,24156,1,8668,2095985,175,2196
7856,1,,70,80,y,,37259,1,9879,2096907,201,2196
7857,1,,70,7,y,,30839,1,8668,2138102,188,2198
7858,1,,70,10,y,,38373,1,10261,2138160,191,2198
7859,1,,70,45,y,,24846,1,8668,2139080,221,2198
9818,,1,65,53,r,emergency_brake,40005,2,10194,957052,255,2752
9830,,1,177,59,y2,serious_fouls,19020,1,8655,941990,218,2754
7862,1,,70,3,y,,40945,1,10260,2298979,260,2199
7863,1,,70,13,y,,30373,1,10260,2299024,266,2199
7864,1,,505,90,y,Unsportsmanlike Cond,24156,2,8668,2299788,367,2199
7865,1,,505,38,y,Unsportsmanlike Cond,24130,1,9879,2455236,294,2200
7866,1,,505,61,y,Unsportsmanlike Cond,37259,13,9879,2455692,329,2200
7867,1,,505,75,y,Unsportsmanlike Cond,43247,1,9879,2455929,346,2200
7868,1,,505,84,y,Unsportsmanlike Cond,24006,5,8668,2456078,357,2200
7869,1,,73,58,y,serious_fouls,30839,1,8668,2473883,226,2201
7870,1,,73,69,y,serious_fouls,25075,1,8472,2474094,231,2201
7871,1,,73,90,y,serious_fouls,40563,1,8472,2474516,250,2201
7872,1,,79,90,y,verbal_abuse,46353,1,8472,2474549,253,2201
7873,1,,73,24,y,serious_fouls,34176,3,9798,2484555,143,2202
7874,1,,70,27,y,,77690,3,8668,2484595,146,2202
7875,1,,73,32,y,serious_fouls,28308,1,9798,2484610,157,2202
7876,1,,70,78,y,,39618,0,8668,2485437,192,2202
7877,1,,70,88,y,,33692,2,9798,2485510,195,2202
7878,1,,73,68,y,serious_fouls,24583,1,9850,2496367,275,2203
7879,1,,73,87,y,serious_fouls,33963,1,9850,2496577,305,2203
7880,1,,505,88,y,Unsportsmanlike Cond,40100,0,9850,2496587,309,2203
7881,1,,505,20,y,Unsportsmanlike Cond,78513,1,9825,2501392,214,2204
7882,1,,505,29,y,Unsportsmanlike Cond,24156,3,8668,2501565,232,2204
7883,1,,505,70,y,Unsportsmanlike Cond,193859,1,8668,2502483,263,2204
7884,1,,70,45,y,,33086,1,8456,2504674,289,2205
7885,1,,70,70,y,,39618,0,8668,2505111,311,2205
7886,1,,70,89,y,,30509,1,8456,2505369,305,2205
7887,1,,505,35,y,Unsportsmanlike Cond,30348,1,8586,2515632,227,2206
7888,1,,505,37,y,Unsportsmanlike Cond,37762,1,8586,2515639,207,2206
7889,1,,505,42,y,Unsportsmanlike Cond,24846,1,8668,2515667,247,2206
7890,1,,505,70,y,Unsportsmanlike Cond,24006,1,8668,2515860,279,2206
7891,1,,505,90,y,Unsportsmanlike Cond,8922,2,8668,2515971,298,2206
7892,1,,79,72,y,verbal_abuse,46518,0,10194,2519523,318,2207
7893,1,,70,64,y,,91560,1,8654,2523570,258,2208
9840,,1,177,73,y2,serious_fouls,23369,1,10194,962307,269,2756
9843,,1,63,66,r,serious_fouls,40695,1,10194,973984,247,2757
7896,1,,79,58,y,verbal_abuse,38254,3,8528,2526085,265,2209
7897,1,,73,88,y,serious_fouls,111865,1,8528,2526565,298,2209
7898,1,,79,89,y,verbal_abuse,8922,0,8668,2526578,301,2209
7899,1,,73,90,y,serious_fouls,41071,1,8528,2526672,307,2209
9854,,1,177,49,y2,serious_fouls,24411,1,10194,1003798,255,2760
7901,1,,70,81,y,,26539,2,10252,2304760,229,2210
7902,1,,203,48,y,emergency_brake,23783,1,8455,2532542,333,2211
7903,1,,70,64,y,,36012,1,8668,2532615,358,2211
7904,1,,70,70,y,,52133,2,8455,2532645,366,2211
7905,1,,70,73,y,,24216,1,8668,2532658,372,2211
7906,1,,25,86,y,stall_time,38834,3,8455,2532709,384,2211
7907,1,,73,36,y,serious_fouls,24023,3,8668,2319231,235,2212
7908,1,,73,47,y,serious_fouls,23922,1,8659,2319399,249,2212
7909,1,,325,67,y,pushing,24216,0,8668,2319655,275,2212
7910,1,,325,70,y,pushing,30371,1,8668,2319692,280,2212
7911,1,,73,72,y,serious_fouls,39618,0,8668,2319712,283,2212
7912,1,,73,7,y,serious_fouls,30371,1,8668,2355685,253,2213
7913,1,,73,30,y,serious_fouls,109652,1,10261,2355755,222,2213
7914,1,,70,37,y,,23579,8,10261,2355767,255,2213
7915,1,,73,79,y,serious_fouls,36012,1,8668,2355901,290,2213
7916,1,,73,85,y,serious_fouls,39618,1,8668,2355915,251,2213
7917,1,,73,86,y,serious_fouls,24225,6,10261,2355922,288,2213
7918,1,,70,12,y,,24948,2,10003,2366973,312,2214
7919,1,,70,31,y,,144996,1,10003,2367069,335,2214
7920,1,,79,55,y,verbal_abuse,23305,1,10003,2367307,384,2214
7921,1,,70,57,y,,89185,1,10003,2367320,387,2214
9879,,1,177,82,y2,serious_fouls,40695,2,10194,1259331,213,2770
7923,1,,70,65,y,,118528,2,10003,2367359,398,2214
7924,1,,70,71,y,,24006,3,8668,2367397,405,2214
7925,1,,505,19,y,Unsportsmanlike Cond,41061,1,8528,2399965,226,2216
7926,1,,505,44,y,Unsportsmanlike Cond,39618,1,8668,2400204,256,2216
7927,1,,505,56,y,Unsportsmanlike Cond,101192,1,8528,2400405,273,2216
7928,1,,505,58,y,Unsportsmanlike Cond,24846,122,8668,2400445,278,2216
7929,1,,505,60,y,Unsportsmanlike Cond,8922,1,8668,2400466,281,2216
7930,1,,505,75,y,Unsportsmanlike Cond,30371,1,8668,2400647,295,2216
7931,1,,505,90,y,Unsportsmanlike Cond,25666,1,8668,2400847,313,2216
7932,1,,70,54,y,,36012,1,8668,2428914,202,2217
9887,,1,177,90,y2,serious_fouls,95327,1,8650,1276224,398,2772
7934,1,,73,67,y,serious_fouls,192807,1,10172,2429054,215,2217
9931,,1,26,90,y2,,30753,1,8559,1215329,349,2785
7936,1,,70,90,y,,41156,1,10172,2429284,240,2217
7937,1,,70,20,y,,24006,1,8668,2442453,299,2218
7938,1,,70,29,y,,246575,1,8650,2442505,312,2218
7939,1,,163,45,y,diving,30371,1,8668,2442632,337,2218
7940,1,,203,57,y,emergency_brake,23268,1,8668,2442855,352,2218
7941,1,,129,69,y,hands,25984,1,8650,2442951,369,2218
7942,1,,70,71,y,,40636,1,8650,2442965,372,2218
7943,1,,70,86,y,,77690,1,8668,2443136,397,2218
7944,1,,505,41,y,Unsportsmanlike Cond,46700,1,10261,2539255,276,2219
7945,1,,505,47,y,Unsportsmanlike Cond,30839,1,8668,2539367,289,2219
7946,1,,505,53,y,Unsportsmanlike Cond,24899,1,10261,2539408,302,2219
7947,1,,505,68,y,Unsportsmanlike Cond,38373,1,10261,2539513,312,2219
7948,1,,505,80,y,Unsportsmanlike Cond,36012,1,8668,2539590,329,2219
7949,1,,79,59,y,verbal_abuse,2802,0,10003,2549311,274,2220
7950,1,,70,62,y,,118528,2,10003,2549345,258,2220
7951,1,,70,81,y,,24846,0,8668,2549571,235,2220
7952,1,,25,88,y,stall_time,37193,2,10003,2549672,257,2220
7953,1,,70,90,y,,42703,0,10003,2549714,264,2220
7954,1,,203,23,y,emergency_brake,45418,0,8466,2564765,253,2221
7955,1,,70,39,y,,46893,1,8466,2564810,271,2221
7956,1,,70,52,y,,24006,2,8668,2564854,285,2221
7957,1,,505,61,y,Unsportsmanlike Cond,113968,2,8659,2574235,302,2222
7958,1,,505,80,y,Unsportsmanlike Cond,32734,1,8659,2574461,318,2222
7959,1,,70,45,y,,148315,3,10252,2579004,346,2223
7960,1,,70,64,y,,183715,4,10252,2579389,370,2223
7961,1,,505,88,y,Unsportsmanlike Cond,23264,1,10252,2579766,404,2223
7962,1,,70,89,y,,24006,1,8668,2579779,407,2223
7963,1,,70,90,y,,179793,2,10252,2579890,421,2223
7964,1,,70,38,y,,26151,1,8668,2596287,247,2224
7965,1,,70,85,y,,39618,1,8668,2596509,315,2224
7966,1,,70,43,y,,24846,2,8668,2615566,193,2225
7967,1,,70,54,y,,24698,10,9850,2615790,207,2225
7968,1,,505,2,y,Unsportsmanlike Cond,24952,5,9798,2629292,286,2226
7969,1,,73,44,y,serious_fouls,77690,2,8668,2629612,315,2226
7970,1,,70,28,y,,24156,1,8668,2704674,191,2227
7971,1,,70,35,y,,36012,1,8668,2704688,194,2227
7972,1,,70,56,y,,24011,2,9825,2704807,220,2227
7973,1,,70,70,y,,215384,1,8668,2704852,232,2227
7974,1,,70,90,y,,38521,1,9825,2704950,252,2227
7975,1,,70,8,y,,39618,0,8668,2651180,285,2228
7976,1,,70,26,y,,36012,2,8668,2651218,215,2228
7977,1,,70,30,y,,16351,1,8456,2651220,221,2228
7978,1,,70,34,y,,15403,0,8456,2651228,228,2228
7979,1,,70,45,y,,37459,0,8456,2651254,240,2228
