id,league_id,season,stage,match_api_id,local,team_api_id,team_goal
8615,4769,2008/2009,17,483290,home,7819,1
8616,4769,2008/2009,17,483291,away,8583,0
8617,4769,2008/2009,17,483291,home,9855,0
8618,4769,2008/2009,17,483292,away,9941,1
8619,4769,2008/2009,17,483292,home,8639,1
8620,4769,2008/2009,17,483293,away,8481,0
8621,4769,2008/2009,17,483293,home,8689,1
8622,4769,2008/2009,17,483294,away,9831,1
8623,4769,2008/2009,17,483294,home,8592,2
8624,4769,2008/2009,17,483295,away,9874,1
8625,4769,2008/2009,17,483295,home,9829,1
8626,4769,2008/2009,17,483296,away,8682,1
8627,4769,2008/2009,17,483296,home,9847,3
8628,4769,2008/2009,17,483298,away,9748,1
8629,4769,2008/2009,17,483298,home,9830,2
8630,4769,2008/2009,18,483299,away,9847,2
8631,4769,2008/2009,18,483299,home,8583,1
8632,4769,2008/2009,18,483300,away,8689,3
8633,4769,2008/2009,18,483300,home,9746,1
8634,4769,2008/2009,18,483301,away,9827,3
8635,4769,2008/2009,18,483301,home,8682,1
8636,4769,2008/2009,18,483302,away,8592,0
8637,4769,2008/2009,18,483302,home,9748,0
8638,4769,2008/2009,18,483303,away,9855,0
8639,4769,2008/2009,18,483303,home,8481,2
8640,4769,2008/2009,18,483304,away,8639,1
8641,4769,2008/2009,18,483304,home,9831,0
8642,4769,2008/2009,18,483305,away,9830,0
8643,4769,2008/2009,18,483305,home,9851,0
8644,4769,2008/2009,18,483306,away,7819,2
8645,4769,2008/2009,18,483306,home,9874,2
8646,4769,2008/2009,18,483307,away,9853,1
8647,4769,2008/2009,18,483307,home,9941,3
8648,4769,2008/2009,18,483308,away,9829,1
8649,4769,2008/2009,18,483308,home,9873,3
8650,4769,2008/2009,19,483309,away,9748,1
8651,4769,2008/2009,19,483309,home,7819,0
8652,4769,2008/2009,19,483310,away,8682,1
8653,4769,2008/2009,19,483310,home,9855,2
8654,4769,2008/2009,19,483311,away,9746,1
8655,4769,2008/2009,19,483311,home,8639,3
8656,4769,2008/2009,19,483312,away,9851,2
8657,4769,2008/2009,19,483312,home,8689,1
8658,4769,2008/2009,19,483313,away,8481,3
8659,4769,2008/2009,19,483313,home,8592,0
8660,4769,2008/2009,19,483314,away,9827,4
8661,4769,2008/2009,19,483314,home,9829,3
8662,4769,2008/2009,19,483315,away,9874,1
8663,4769,2008/2009,19,483315,home,9830,1
8664,4769,2008/2009,19,483316,away,9873,2
8665,4769,2008/2009,19,483316,home,9847,2
8666,4769,2008/2009,19,483317,away,8583,0
8667,4769,2008/2009,19,483317,home,9853,2
8668,4769,2008/2009,19,483318,away,9831,2
8669,4769,2008/2009,19,483318,home,9941,2
8670,4769,2008/2009,20,483319,away,8592,2
8671,4769,2008/2009,20,483319,home,8583,0
8672,4769,2008/2009,20,483320,away,9847,0
8673,4769,2008/2009,20,483320,home,9827,4
8674,4769,2008/2009,20,483321,away,9941,1
8675,4769,2008/2009,20,483321,home,9746,0
8676,4769,2008/2009,20,483323,away,8689,1
8677,4769,2008/2009,20,483323,home,9748,1
8678,4769,2008/2009,20,483324,away,9830,2
8679,4769,2008/2009,20,483324,home,9829,1
8680,4769,2008/2009,20,483325,away,9831,2
8681,4769,2008/2009,20,483325,home,8481,1
8682,4769,2008/2009,20,483326,away,9855,0
8683,4769,2008/2009,20,483326,home,9851,1
