league_id,season,stage,match_api_id,date,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal
1,2010/2011,1,838476,2010/8/1 0:00,9987,9993,2,1
1,2010/2011,10,838581,2010/10/3 0:00,8342,9991,3,2
1,2010/2011,10,838582,2010/10/3 0:00,9985,8635,5,1
1,2010/2011,10,838585,2010/10/2 0:00,9994,9993,1,0
1,2010/2011,10,838586,2010/10/2 0:00,8571,6351,3,1
1,2010/2011,10,838587,2010/10/1 0:00,8203,9987,2,2
1,2010/2011,10,838588,2010/10/2 0:00,9989,9984,0,1
1,2010/2011,11,838590,2010/10/16 0:00,9991,8571,2,0
1,2010/2011,11,838591,2010/10/17 0:00,9987,9985,4,2
1,2010/2011,11,838593,2010/10/16 0:00,9993,9989,1,1
1,2010/2011,11,838594,2010/10/15 0:00,10000,8342,2,3
1,2010/2011,11,838596,2010/10/16 0:00,6351,9997,6,0
1,2010/2011,11,838597,2010/10/16 0:00,10001,8203,1,1
1,2010/2011,11,838598,2010/10/17 0:00,9984,8635,1,0
1,2010/2011,12,838599,2010/10/24 0:00,8635,10001,2,0
1,2010/2011,12,838600,2010/10/24 0:00,9985,9991,2,1
1,2010/2011,12,838603,2010/10/24 0:00,9994,8342,1,0
1,2010/2011,12,838604,2010/10/22 0:00,8571,9987,1,0
1,2010/2011,12,838605,2010/10/23 0:00,8203,9993,5,1
1,2010/2011,12,838606,2010/10/23 0:00,9989,10000,0,0
1,2010/2011,12,838607,2010/10/23 0:00,9984,6351,2,1
1,2010/2011,13,838621,2010/10/31 0:00,8342,9985,2,2
1,2010/2011,13,838622,2010/10/30 0:00,9991,8203,3,1
1,2010/2011,13,838623,2010/10/31 0:00,9987,8635,1,2
1,2010/2011,13,838625,2010/10/30 0:00,10000,9994,1,1
1,2010/2011,13,838632,2010/10/30 0:00,10001,9984,2,1
1,2010/2011,14,838635,2010/11/7 0:00,8635,8342,2,2
1,2010/2011,14,838636,2010/11/6 0:00,9985,6351,1,3
1,2010/2011,14,838639,2010/11/6 0:00,9997,10000,0,3
1,2010/2011,14,838640,2010/11/6 0:00,8571,9993,4,0
1,2010/2011,14,838644,2010/11/5 0:00,10001,9987,1,1
1,2010/2011,14,838646,2010/11/7 0:00,9984,9991,0,1
1,2010/2011,15,838651,2010/11/13 0:00,8342,9989,2,0
1,2010/2011,15,838652,2010/11/14 0:00,9991,8635,1,2
1,2010/2011,15,838654,2010/11/13 0:00,9987,9984,3,0
1,2010/2011,15,838656,2010/11/13 0:00,9993,9985,0,1
1,2010/2011,15,838657,2010/11/14 0:00,10000,8571,1,1
1,2010/2011,15,838658,2010/11/13 0:00,9986,10001,0,1
1,2010/2011,15,838661,2011/1/18 0:00,6351,8203,0,1
1,2010/2011,16,838664,2010/11/21 0:00,8342,9984,0,1
1,2010/2011,16,838665,2010/11/20 0:00,9991,10001,4,4
1,2010/2011,16,838667,2010/11/20 0:00,9993,8635,0,1
1,2010/2011,16,838669,2010/11/21 0:00,10000,9985,2,0
1,2010/2011,16,838671,2010/11/20 0:00,9986,9987,1,3
1,2010/2011,16,838673,2010/11/20 0:00,9994,8203,3,1
1,2010/2011,16,838675,2010/11/20 0:00,9989,9997,1,2
1,2010/2011,16,838676,2010/11/20 0:00,6351,8571,3,1
1,2010/2011,17,838680,2010/11/26 0:00,9987,9991,1,2
1,2010/2011,17,838681,2010/11/28 0:00,9997,8342,2,1
1,2010/2011,17,838684,2011/1/18 0:00,8571,9994,0,0
1,2010/2011,17,838686,2010/11/28 0:00,8203,10000,0,0
1,2010/2011,17,838688,2010/11/27 0:00,10001,6351,1,1
1,2010/2011,17,838689,2010/11/27 0:00,9984,9993,1,1
1,2010/2011,18,838692,2010/12/5 0:00,8342,10001,4,3
1,2010/2011,18,838694,2010/12/5 0:00,9993,9987,0,1
1,2010/2011,18,838695,2010/12/4 0:00,9997,8571,1,0
1,2010/2011,18,838696,2010/12/5 0:00,10000,8635,1,2
1,2010/2011,18,838699,2010/12/3 0:00,9994,9985,2,1
1,2010/2011,18,838702,2010/12/4 0:00,6351,9991,0,3
1,2010/2011,19,838707,2010/12/12 0:00,8635,9994,0,0
1,2010/2011,19,838709,2010/12/11 0:00,9985,9997,1,0
1,2010/2011,19,838712,2010/12/11 0:00,9987,6351,5,1
1,2010/2011,19,838714,2010/12/10 0:00,8203,8342,0,1
1,2010/2011,19,838716,2010/12/11 0:00,10001,9993,1,1
1,2010/2011,19,838718,2010/12/11 0:00,9984,10000,1,3
1,2010/2011,2,838478,2010/8/7 0:00,8342,9997,4,1
1,2010/2011,2,838481,2010/8/8 0:00,9993,9984,0,0
1,2010/2011,2,838482,2010/8/7 0:00,10000,8203,1,2
1,2010/2011,2,838489,2010/8/7 0:00,6351,10001,0,1
1,2010/2011,20,838720,2010/12/19 0:00,8342,8635,0,2
1,2010/2011,20,838721,2011/2/16 0:00,9993,9991,2,2
1,2010/2011,20,838723,2011/2/23 0:00,9997,8203,0,1
1,2010/2011,20,838725,2010/12/18 0:00,10000,10001,2,0
1,2010/2011,20,838727,2011/2/2 0:00,9994,9984,2,1
1,2010/2011,20,838728,2010/12/17 0:00,8571,9985,2,1
1,2010/2011,20,838732,2010/12/18 0:00,6351,9986,1,0
1,2010/2011,21,838734,2010/12/26 0:00,9991,8342,0,2
1,2010/2011,21,838735,2011/2/2 0:00,9987,9997,1,1
1,2010/2011,21,838739,2011/2/2 0:00,6351,10000,0,2
1,2010/2011,21,838741,2011/2/16 0:00,10001,9994,1,2
1,2010/2011,21,838742,2010/12/26 0:00,9984,9985,1,0
1,2010/2011,22,838748,2011/2/26 0:00,9985,8203,3,0
1,2010/2011,22,838750,2010/12/29 0:00,9993,6351,0,0
1,2010/2011,22,838752,2011/2/27 0:00,9997,9984,0,3
1,2010/2011,22,838753,2010/12/30 0:00,10000,9991,2,2
1,2010/2011,22,838754,2010/12/30 0:00,9994,9987,2,2
1,2010/2011,22,838755,2010/12/29 0:00,8571,8635,0,2
1,2010/2011,23,838759,2011/1/23 0:00,8635,9985,2,0
1,2010/2011,23,838761,2011/1/23 0:00,9991,9994,2,1
1,2010/2011,23,838764,2011/1/22 0:00,9987,8571,3,2
1,2010/2011,23,838765,2011/1/22 0:00,9993,10000,3,0
1,2010/2011,23,838767,2011/1/22 0:00,9986,8203,0,0
1,2010/2011,23,838768,2011/1/21 0:00,6351,8342,1,4
1,2010/2011,23,838770,2011/1/22 0:00,10001,9997,3,0
1,2010/2011,23,838772,2011/1/22 0:00,9984,9989,3,0
1,2010/2011,24,838773,2011/1/29 0:00,8342,9993,1,0
1,2010/2011,24,838774,2011/1/29 0:00,9985,10001,2,1
1,2010/2011,24,838775,2011/1/30 0:00,9997,9991,1,1
1,2010/2011,24,838777,2011/1/28 0:00,10000,9987,0,1
1,2010/2011,24,838778,2011/1/29 0:00,9994,6351,0,2
1,2010/2011,24,838780,2011/1/29 0:00,8571,9984,2,1
1,2010/2011,24,838783,2011/1/29 0:00,9989,9986,1,0
1,2010/2011,25,838789,2011/2/5 0:00,8635,9997,2,0
1,2010/2011,25,838790,2011/2/4 0:00,9991,9989,4,1
1,2010/2011,25,838791,2011/2/6 0:00,9987,8342,1,0
1,2010/2011,25,838792,2011/2/6 0:00,9993,9994,1,1
1,2010/2011,25,838794,2011/2/5 0:00,9986,10000,2,0
1,2010/2011,25,838796,2011/2/6 0:00,6351,9985,0,1
1,2010/2011,25,838798,2011/2/5 0:00,10001,8571,2,1
1,2010/2011,25,838800,2011/2/5 0:00,9984,8203,0,1
1,2010/2011,26,838802,2011/2/12 0:00,8342,10000,2,0
1,2010/2011,26,838804,2011/2/12 0:00,8635,9984,1,0
1,2010/2011,26,838806,2011/2/13 0:00,9985,9987,0,2
1,2010/2011,26,838808,2011/2/12 0:00,9997,6351,1,1
1,2010/2011,26,838809,2011/2/12 0:00,9994,9986,1,1
1,2010/2011,26,838810,2011/2/13 0:00,8571,9991,0,1
1,2010/2011,26,838814,2011/2/12 0:00,9989,9993,2,2
1,2010/2011,27,838815,2011/2/19 0:00,8342,9994,2,1
1,2010/2011,27,838817,2011/2/20 0:00,9991,9985,4,1
1,2010/2011,27,838819,2011/2/19 0:00,9987,8203,1,0
1,2010/2011,27,838820,2011/2/19 0:00,9993,8571,3,1
1,2010/2011,27,838822,2011/2/19 0:00,10000,9989,1,1
1,2010/2011,27,838823,2011/2/19 0:00,9986,9997,1,0
1,2010/2011,27,838825,2011/2/19 0:00,6351,9984,0,0
1,2010/2011,27,838827,2011/2/20 0:00,10001,8635,2,0
1,2010/2011,28,838829,2011/3/4 0:00,8635,9987,1,1
1,2010/2011,28,838830,2011/3/6 0:00,9985,8342,2,2
1,2010/2011,28,838832,2011/3/5 0:00,9997,9993,1,0
1,2010/2011,28,838833,2011/3/5 0:00,9994,10000,2,1
1,2010/2011,28,838835,2011/3/5 0:00,8571,9986,3,0
1,2010/2011,28,838838,2011/3/5 0:00,8203,9991,1,1
1,2010/2011,28,838839,2011/3/6 0:00,9989,6351,1,1
1,2010/2011,28,838841,2011/3/5 0:00,9984,10001,0,1
1,2010/2011,29,838853,2011/3/12 0:00,8342,8571,4,1
1,2010/2011,29,838855,2011/3/12 0:00,9987,10001,0,2
1,2010/2011,29,838857,2011/3/12 0:00,9993,8203,1,1
1,2010/2011,29,838859,2011/3/12 0:00,10000,9997,1,2
1,2010/2011,29,838862,2011/3/12 0:00,9994,9989,1,1
1,2010/2011,29,838864,2011/3/12 0:00,6351,8635,1,1
1,2010/2011,3,838491,2010/8/14 0:00,8635,9993,4,0
1,2010/2011,3,838493,2010/8/14 0:00,9985,9994,3,3
1,2010/2011,3,838494,2010/8/14 0:00,9991,6351,2,1
1,2010/2011,3,838499,2010/8/14 0:00,10001,10000,1,1
1,2010/2011,3,838500,2010/8/15 0:00,9984,8342,3,1
1,2010/2011,30,838867,2011/3/20 0:00,8635,9991,3,2
1,2010/2011,30,838869,2011/3/20 0:00,9985,9993,1,0
1,2010/2011,30,838872,2011/3/19 0:00,8571,10000,2,2
1,2010/2011,30,838873,2011/3/20 0:00,8203,6351,2,0
1,2010/2011,30,838874,2011/3/20 0:00,9989,8342,0,0
1,2010/2011,30,838875,2011/3/20 0:00,10001,9986,2,2
1,2010/2011,30,838876,2011/3/20 0:00,9984,9987,0,1
1,2010/2011,4,838503,2010/8/22 0:00,8342,8203,1,2
1,2010/2011,4,838504,2010/8/21 0:00,9993,10001,0,0
1,2010/2011,4,838506,2010/8/20 0:00,9997,9985,1,0
1,2010/2011,4,838508,2010/8/21 0:00,10000,9984,4,0
1,2010/2011,4,838511,2010/8/21 0:00,9994,8635,0,3
1,2010/2011,4,838515,2010/8/22 0:00,6351,9987,1,4
1,2010/2011,5,838517,2010/8/28 0:00,8635,10000,0,0
1,2010/2011,5,838519,2010/8/29 0:00,9991,9993,1,0
1,2010/2011,5,838521,2010/8/28 0:00,9986,6351,2,0
1,2010/2011,5,838523,2010/8/28 0:00,8203,9997,0,0
1,2010/2011,5,838524,2010/8/29 0:00,10001,8342,1,2
1,2010/2011,5,838526,2010/8/28 0:00,9984,9994,1,1
1,2010/2011,6,838528,2010/9/12 0:00,8342,9987,2,2
1,2010/2011,6,838529,2010/9/11 0:00,9985,9984,2,0
1,2010/2011,6,838531,2010/9/11 0:00,9993,9986,1,0
1,2010/2011,6,838532,2010/9/10 0:00,9997,8635,0,2
1,2010/2011,6,838534,2010/9/11 0:00,10000,6351,0,0
1,2010/2011,6,838536,2010/9/12 0:00,9994,10001,3,1
1,2010/2011,6,838537,2010/9/11 0:00,8571,8203,1,0
1,2010/2011,7,838540,2010/9/19 0:00,8635,8571,3,0
1,2010/2011,7,838542,2010/9/19 0:00,9991,10000,5,3
1,2010/2011,7,838543,2010/9/18 0:00,9987,9994,3,1
1,2010/2011,7,838546,2010/9/17 0:00,8203,9985,1,0
1,2010/2011,7,838547,2010/9/18 0:00,6351,9993,0,1
1,2010/2011,7,838552,2010/9/18 0:00,9984,9997,4,2
1,2010/2011,8,838555,2010/9/22 0:00,8342,6351,4,0
1,2010/2011,8,838558,2010/9/21 0:00,9997,9987,0,2
1,2010/2011,8,838560,2010/9/22 0:00,10000,9993,4,3
1,2010/2011,8,838561,2010/9/22 0:00,9994,9991,3,2
1,2010/2011,8,838562,2010/9/22 0:00,8571,10001,1,2
1,2010/2011,8,838563,2010/9/22 0:00,8203,9984,2,2
1,2010/2011,8,838564,2010/9/22 0:00,9989,8635,1,1
1,2010/2011,9,838567,2010/9/26 0:00,8635,8203,5,0
1,2010/2011,9,838568,2010/9/25 0:00,9991,9997,2,0
1,2010/2011,9,838570,2010/9/25 0:00,9987,10000,3,0
1,2010/2011,9,838571,2010/9/26 0:00,9993,8342,2,1
1,2010/2011,9,838575,2010/9/25 0:00,6351,9994,0,1
1,2010/2011,9,838576,2010/9/25 0:00,10001,9985,1,2
1,2010/2011,9,838578,2010/9/25 0:00,9984,8571,2,1
1,2011/2012,1,1032692,2011/7/29 0:00,1773,8635,2,1
1,2011/2012,1,1032693,2011/7/30 0:00,9998,9985,1,1
1,2011/2012,1,1032694,2011/7/30 0:00,9987,9993,3,1
1,2011/2012,1,1032697,2011/7/30 0:00,8571,9989,1,1
1,2011/2012,1,1032698,2011/7/30 0:00,8203,9997,2,1
1,2011/2012,1,1032699,2011/7/31 0:00,8342,10001,5,0
1,2011/2012,10,1032764,2011/10/16 0:00,8342,9991,2,0
1,2011/2012,10,1032765,2011/10/16 0:00,8635,9985,5,0
1,2011/2012,10,1032766,2011/10/15 0:00,9997,9993,2,4
1,2011/2012,10,1032767,2011/10/15 0:00,10000,9989,1,2
1,2011/2012,10,1032768,2011/10/15 0:00,1773,10001,1,1
1,2011/2012,10,1032770,2011/10/15 0:00,8203,9984,1,2
1,2011/2012,10,1032771,2011/10/15 0:00,9998,8571,3,1
1,2011/2012,11,1032773,2011/10/22 0:00,9987,9998,2,0
1,2011/2012,11,1032774,2011/10/22 0:00,9991,9994,3,1
1,2011/2012,11,1032775,2011/10/22 0:00,9993,8203,2,2
1,2011/2012,11,1032776,2011/10/23 0:00,8571,8342,2,1
1,2011/2012,11,1032777,2011/10/22 0:00,9989,9997,0,2
1,2011/2012,11,1032778,2011/10/23 0:00,10001,8635,1,2
1,2011/2012,12,1032780,2011/10/29 0:00,8342,9987,4,5
1,2011/2012,12,1032781,2011/10/30 0:00,8635,9989,4,0
1,2011/2012,12,1032782,2011/10/30 0:00,9997,9985,1,1
1,2011/2012,12,1032783,2011/10/29 0:00,10000,9984,1,1
1,2011/2012,12,1032784,2011/10/29 0:00,1773,9993,3,2
1,2011/2012,12,1032785,2011/10/29 0:00,9994,8571,1,4
1,2011/2012,12,1032786,2011/10/29 0:00,8203,10001,1,0
1,2011/2012,12,1032787,2011/10/29 0:00,9998,9991,1,1
1,2011/2012,13,1032788,2011/11/6 0:00,9985,8342,2,1
1,2011/2012,13,1032789,2011/11/5 0:00,9987,8571,2,2
1,2011/2012,13,1032790,2011/11/4 0:00,9991,8203,6,2
1,2011/2012,13,1032791,2011/11/5 0:00,9993,9998,2,0
1,2011/2012,13,1032792,2011/11/5 0:00,10000,9997,0,0
1,2011/2012,13,1032793,2011/11/5 0:00,9989,1773,3,1
1,2011/2012,13,1032794,2011/11/5 0:00,10001,9994,2,4
1,2011/2012,13,1032795,2011/11/6 0:00,9984,8635,1,0
1,2011/2012,14,1032796,2011/11/20 0:00,8342,9984,1,0
1,2011/2012,14,1032797,2011/11/20 0:00,8635,9997,3,1
1,2011/2012,14,1032799,2011/11/18 0:00,1773,9985,1,3
1,2011/2012,14,1032801,2011/11/19 0:00,8571,9991,0,4
1,2011/2012,14,1032803,2011/11/19 0:00,9998,9989,2,1
1,2011/2012,15,1032804,2011/11/25 0:00,9985,8203,3,2
1,2011/2012,15,1032805,2011/11/27 0:00,9991,9987,2,0
1,2011/2012,15,1032806,2011/11/26 0:00,9993,8571,0,1
1,2011/2012,15,1032807,2011/11/26 0:00,9997,1773,2,1
1,2011/2012,15,1032808,2011/11/26 0:00,10000,8635,2,3
1,2011/2012,15,1032809,2011/11/26 0:00,9989,8342,0,1
1,2011/2012,15,1032811,2011/11/26 0:00,9984,9994,1,1
1,2011/2012,16,1032812,2011/12/4 0:00,8635,1773,0,0
1,2011/2012,16,1032813,2011/12/4 0:00,9985,9991,0,0
1,2011/2012,16,1032814,2011/12/2 0:00,9993,9987,2,0
1,2011/2012,16,1032815,2011/12/3 0:00,9997,9998,2,3
1,2011/2012,16,1032816,2011/12/3 0:00,10000,9994,1,1
1,2011/2012,16,1032817,2011/12/3 0:00,9989,8203,2,2
1,2011/2012,16,1032819,2011/12/3 0:00,9984,8571,1,2
1,2011/2012,17,1032820,2011/12/11 0:00,8342,9997,1,0
1,2011/2012,17,1032821,2011/12/10 0:00,9987,9989,4,0
1,2011/2012,17,1032823,2011/12/10 0:00,9994,9985,1,1
1,2011/2012,17,1032825,2011/12/9 0:00,8203,8635,2,1
1,2011/2012,17,1032826,2011/12/10 0:00,9998,9984,0,2
1,2011/2012,17,1032827,2011/12/10 0:00,9991,9993,0,1
1,2011/2012,18,1032828,2011/12/18 0:00,8635,9994,3,2
1,2011/2012,18,1032829,2011/12/18 0:00,9985,9987,0,0
1,2011/2012,18,1032830,2011/12/17 0:00,9997,8203,0,0
1,2011/2012,18,1032831,2011/12/17 0:00,10000,9998,2,3
1,2011/2012,18,1032832,2011/12/18 0:00,1773,8342,3,1
1,2011/2012,18,1032833,2011/12/17 0:00,9989,8571,2,0
1,2011/2012,18,1032835,2011/12/18 0:00,9984,9991,0,1
1,2011/2012,19,1032836,2011/12/26 0:00,8342,10000,1,0
1,2011/2012,19,1032837,2011/12/26 0:00,9987,9984,4,2
1,2011/2012,19,1032839,2011/12/26 0:00,9993,9989,0,0
1,2011/2012,19,1032840,2011/12/26 0:00,9994,9997,0,0
1,2011/2012,19,1032841,2011/12/26 0:00,8571,9985,2,0
1,2011/2012,19,1032842,2011/12/26 0:00,8203,1773,2,2
1,2011/2012,19,1032843,2011/12/27 0:00,9998,8635,1,1
1,2011/2012,2,1032700,2011/8/5 0:00,8635,8203,3,1
1,2011/2012,2,1032701,2011/8/7 0:00,9985,9994,3,1
1,2011/2012,2,1032703,2011/8/7 0:00,9997,8342,3,3
1,2011/2012,2,1032705,2011/8/6 0:00,9989,9987,0,0
1,2011/2012,2,1032706,2011/8/7 0:00,10001,8571,0,0
1,2011/2012,2,1032707,2011/8/6 0:00,9984,9998,1,1
1,2011/2012,20,1032844,2012/1/15 0:00,8635,8342,3,0
1,2011/2012,20,1032845,2012/1/14 0:00,9985,9993,6,1
