f1,stats_shoton,coordinates_0,coordinates_1,event_incident_typefk,elapsed,subtype,player1,sortorder,team,id,n,original_index
0,1,,,147,25,shot,30829,0,10260,901913,263,0
1,0,,,61,32,blocked_shot,30829,0,10260,901939,266,0
2,0,,,61,34,blocked_shot,24148,3,10260,901957,271,0
3,0,,,61,36,blocked_shot,34944,1,10260,901970,274,0
4,0,,,61,37,blocked_shot,38994,1,10260,901979,275,0
5,1,,,135,37,shot,34944,2,10260,901980,276,0
6,1,,,311,39,deflected,31953,1,8658,901988,279,0
7,1,,,153,49,shot,31073,0,8658,902120,293,0
8,1,,,154,56,header,30362,1,10260,902166,306,0
9,0,,,62,56,blocked_shot,,2,10260,902167,307,0
10,0,,,61,63,blocked_shot,30829,0,10260,902199,312,0
11,0,,,61,63,blocked_shot,30373,1,10260,902200,313,0
12,1,,,136,69,header,30373,0,10260,902207,317,0
13,1,,,153,72,shot,31073,4,8658,902217,321,0
14,0,,,157,77,direct_freekick,30829,0,10260,902248,195,0
15,1,,,135,80,shot,32569,1,10260,902264,334,0
16,1,,,232,85,shot,,1,8658,902282,338,0
17,1,,,136,90,header,23787,0,8658,902328,347,0
18,0,,,61,8,blocked_shot,27430,0,10260,910387,210,1
19,0,,,61,20,blocked_shot,38856,0,8191,910513,218,1
20,1,,,137,21,distance,40945,0,10260,910529,220,1
21,0,,,61,24,blocked_shot,30373,1,10260,910555,221,1
22,1,,,136,24,header,30829,3,10260,910558,223,1
23,1,,,151,45,bicycle_kick,40945,4,10260,910824,247,1
24,1,,,136,46,header,30373,2,10260,910959,253,1
25,1,,,137,47,distance,40945,0,10260,910964,254,1
26,1,,,137,49,distance,38856,0,8191,910990,255,1
27,1,,,137,53,distance,23190,0,8191,911037,257,1
28,1,,,135,66,shot,38856,2,8191,911215,269,1
29,0,,,61,67,blocked_shot,27430,2,10260,911227,271,1
30,1,,,153,69,shot,27430,0,10260,911247,272,1
31,1,,,136,72,header,23190,1,8191,911284,275,1
32,0,,,61,76,blocked_shot,11496,0,8191,911348,283,1
33,1,,,137,81,distance,40961,0,10260,911405,286,1
34,0,,,157,90,direct_freekick,34230,0,8191,911561,191,1
35,0,,,61,90,blocked_shot,11496,0,8191,911566,297,1
36,1,,,155,8,distance,30373,2,10260,921625,271,2
37,0,,,61,9,blocked_shot,30829,0,10260,921632,273,2
38,0,,,494,17,blocked_shot,39073,0,8667,921716,272,2
39,1,,,147,18,shot,23025,1,8667,921725,292,2
40,0,,,61,19,blocked_shot,23025,3,8667,921736,290,2
41,1,,,136,24,header,30620,0,10260,921768,278,2
42,0,,,61,28,blocked_shot,24148,1,10260,921795,249,2
43,0,,,61,29,blocked_shot,30802,0,10260,921796,300,2
44,1,,,153,29,shot,30619,1,10260,921797,247,2
45,1,,,135,45,shot,30619,1,10260,921915,312,2
46,1,,,136,45,header,30619,1,10260,921938,322,2
47,0,,,61,67,blocked_shot,30802,1,10260,922207,333,2
48,0,,,157,82,direct_freekick,40945,1,10260,922329,184,2
49,1,,,135,90,shot,38816,1,8667,922416,337,2
50,1,,,135,27,shot,30829,2,10260,935888,202,3
51,1,,,312,29,deflected,40945,2,10260,935907,205,3
52,1,,,36,50,distance,30829,0,10260,936192,224,3
53,1,,,135,56,shot,30613,3,9825,936260,231,3
54,1,,,137,58,distance,23678,0,9825,936271,230,3
55,1,,,147,13,shot,38368,3,8462,941172,281,4
56,1,,,137,14,distance,40987,1,8462,941182,278,4
57,0,,,61,16,blocked_shot,34944,0,10260,941203,279,4
58,0,,,61,21,blocked_shot,30829,0,10260,941282,288,4
59,1,,,312,23,deflected,30829,0,10260,941313,290,4
60,1,,,141,34,shot,40987,1,8462,941466,301,4
61,0,,,61,45,blocked_shot,26347,1,8462,941692,316,4
62,1,,,147,55,shot,35327,3,10260,941906,323,4
63,1,,,136,61,header,27430,5,10260,941988,331,4
64,1,,,137,77,distance,24156,0,10260,942193,343,4
65,0,,,61,89,blocked_shot,72735,0,10260,942339,351,4
66,0,,,61,90,blocked_shot,40004,1,8462,942403,354,4
67,0,,,157,8,direct_freekick,40945,1,10260,948029,37,5
68,0,,,61,13,blocked_shot,38807,0,10252,948085,255,5
69,0,,,61,21,blocked_shot,30373,1,10260,948232,218,5
70,1,,,311,23,deflected,24154,1,10260,948261,234,5
71,0,,,61,33,blocked_shot,38807,3,10252,948423,241,5
72,1,,,150,35,volley,34944,2,10260,948463,232,5
73,0,,,61,56,blocked_shot,30829,2,10260,948897,258,5
74,1,,,135,58,shot,38807,1,10252,948934,257,5
75,1,,,136,60,header,23264,1,10252,948957,289,5
76,0,,,61,66,blocked_shot,34944,1,10260,949078,283,5
77,1,,,149,75,distance,30829,0,10260,949237,300,5
78,1,,,137,14,distance,30735,0,8668,960002,281,6
79,0,,,494,24,blocked_shot,36012,0,8668,960049,294,6
80,1,,,137,28,distance,30802,1,10260,960073,302,6
81,1,,,551,38,big chance shot,30700,2,8668,960127,322,6
82,0,,,61,64,blocked_shot,27430,0,10260,960253,350,6
83,0,,,61,81,blocked_shot,30700,1,8668,960340,371,6
84,1,,,137,21,distance,41475,0,8654,967099,257,7
85,1,,,153,26,shot,35327,0,10260,967129,267,7
86,1,,,135,26,shot,24156,2,10260,967131,334,7
87,1,,,137,33,distance,24156,0,10260,967169,250,7
88,1,,,136,34,header,23818,1,8654,967174,272,7
89,1,,,149,34,distance,24156,2,10260,967175,275,7
90,1,,,137,36,distance,24156,0,10260,967179,276,7
91,1,,,137,41,distance,37169,0,8654,967191,265,7
92,1,,,8,59,header,30829,0,10260,967391,348,7
93,1,,,143,60,distance,30829,3,10260,967406,321,7
94,0,,,61,60,blocked_shot,38491,5,8654,967412,301,7
95,1,,,135,65,shot,30373,2,10260,967440,349,7
96,1,,,137,68,distance,41475,2,8654,967467,319,7
97,0,,,61,82,blocked_shot,38491,0,8654,967551,330,7
98,1,,,137,84,distance,34590,4,8654,967562,351,7
99,0,,,61,90,blocked_shot,38491,0,8654,967571,344,7
100,0,,,494,15,blocked_shot,40945,0,10260,981530,200,8
101,0,,,61,16,blocked_shot,131409,5,8602,981551,213,8
102,1,,,138,20,volley,24156,2,10260,981587,209,8
103,1,,,135,30,shot,34944,1,10260,981621,217,8
104,1,,,312,32,deflected,25415,2,8602,981641,229,8
105,1,,,136,36,header,33138,1,8602,981670,220,8
106,0,,,61,45,blocked_shot,131409,0,8602,981756,228,8
107,0,,,61,47,blocked_shot,27430,3,10260,981950,231,8
108,0,,,61,57,blocked_shot,23099,1,8602,982060,241,8
109,0,,,494,59,blocked_shot,25415,0,8602,982083,243,8
110,0,,,61,64,blocked_shot,23099,1,8602,982123,250,8
111,1,,,137,2,distance,30956,1,9879,994656,301,9
112,0,,,61,3,blocked_shot,40945,0,10260,994659,292,9
113,0,,,61,15,blocked_shot,30338,5,9879,994749,309,9
114,1,,,155,30,distance,30829,1,10260,994824,327,9
115,0,,,61,32,blocked_shot,40945,4,10260,994841,273,9
116,1,,,136,34,header,30829,2,10260,994856,298,9
117,1,,,137,35,distance,30956,1,9879,994861,294,9
118,0,,,61,35,blocked_shot,24148,6,10260,994868,288,9
119,1,,,137,37,distance,40945,5,10260,994892,330,9
120,0,,,61,39,blocked_shot,34944,2,10260,994912,308,9
121,0,,,61,42,blocked_shot,27430,3,10260,994947,278,9
122,1,,,137,49,distance,34574,2,9879,995196,287,9
123,1,,,137,53,distance,40945,0,10260,995254,326,9
124,1,,,153,55,shot,30829,0,10260,995277,337,9
125,0,,,61,55,blocked_shot,30829,1,10260,995278,354,9
126,0,,,61,56,blocked_shot,30829,0,10260,995300,295,9
127,0,,,61,75,blocked_shot,24741,0,9879,995474,320,9
128,1,,,147,82,shot,24148,2,10260,995573,341,9
129,0,,,61,90,blocked_shot,30829,1,10260,995670,366,9
130,0,,,61,90,blocked_shot,30829,1,10260,995701,328,9
131,0,,,61,90,blocked_shot,30829,2,10260,995702,333,9
132,1,,,149,29,distance,40945,0,10260,1005983,230,10
133,0,,,139,45,direct_freekick,30829,0,10260,1006077,169,10
134,1,,,137,52,distance,30802,0,10260,1006220,251,10
135,0,,,61,73,blocked_shot,32569,2,10260,1006369,265,10
136,1,,,136,90,header,24800,1,8650,1006599,277,10
137,0,,,61,13,blocked_shot,24148,0,10260,1016194,186,11
138,1,,,313,14,deflected,34261,1,8559,1016216,188,11
139,1,,,137,16,distance,34261,5,8559,1016251,205,11
140,1,,,147,19,shot,27430,0,10260,1016262,192,11
141,1,,,153,27,shot,34261,0,8559,1016288,202,11
142,1,,,135,34,shot,27430,0,10260,1016331,221,11
143,0,,,61,37,blocked_shot,23934,0,8559,1016354,260,11
144,1,,,552,40,big chance shot,35532,0,8559,1016380,262,11
145,0,,,494,45,blocked_shot,11576,0,8559,1016457,222,11
146,1,,,313,45,deflected,35532,1,8559,1016459,249,11
147,1,,,137,63,distance,34261,0,8559,1016734,233,11
148,1,,,153,69,shot,24148,0,10260,1016749,236,11
149,1,,,313,72,deflected,130670,0,8559,1016767,259,11
150,0,,,61,75,blocked_shot,23934,0,8559,1016788,258,11
151,1,,,135,88,shot,30753,4,8559,1016867,243,11
152,1,,,135,90,shot,35532,1,8559,1016879,264,11
153,1,,,137,12,distance,30630,3,8455,1025403,284,12
154,1,,,135,15,shot,32569,0,10260,1025407,264,12
155,0,,,61,18,blocked_shot,30630,0,8455,1025415,276,12
156,0,,,61,34,blocked_shot,37804,1,8455,1025444,255,12
157,0,,,61,39,blocked_shot,24148,2,10260,1025456,271,12
158,1,,,138,90,volley,27430,1,10260,1025849,337,12
159,1,,,136,9,header,19020,1,8655,1038074,259,13
160,0,,,61,16,blocked_shot,30849,2,8655,1038140,257,13
161,0,,,61,23,blocked_shot,19020,2,8655,1038179,267,13
162,0,,,61,25,blocked_shot,40945,0,10260,1038192,269,13
163,1,,,153,25,shot,35327,5,10260,1038197,272,13
164,1,,,135,35,shot,27430,1,10260,1038292,284,13
165,1,,,153,44,shot,35327,0,10260,1038396,292,13
166,0,,,61,46,blocked_shot,23916,3,8655,1038665,294,13
167,0,,,61,67,blocked_shot,27430,3,10260,1038933,312,13
168,1,,,135,81,shot,27430,0,10260,1039069,316,13
169,0,,,61,85,blocked_shot,23927,5,8655,1039155,322,13
170,0,,,494,88,blocked_shot,23916,0,8655,1039215,328,13
171,0,,,61,89,blocked_shot,109621,1,8655,1039223,336,13
172,1,,,312,90,deflected,40945,1,10260,1039314,331,13
173,0,,,61,3,blocked_shot,30829,2,10260,1046985,276,14
174,0,,,139,9,direct_freekick,38817,0,8456,1047000,3,14
175,0,,,61,22,blocked_shot,24156,0,10260,1047024,289,14
176,0,,,61,33,blocked_shot,23782,0,8456,1047047,297,14
177,1,,,551,45,big chance shot,24154,2,10260,1047078,309,14
178,0,,,61,63,blocked_shot,24154,5,10260,1047148,339,14
179,1,,,137,76,distance,30598,1,8456,1047189,353,14
180,0,,,61,78,blocked_shot,27430,3,10260,1047197,359,14
181,1,,,135,90,shot,30635,1,8456,1047268,380,14
182,0,,,494,17,blocked_shot,24154,0,10260,1056922,272,15
183,1,,,137,29,distance,40755,0,8586,1056955,284,15
184,0,,,61,29,blocked_shot,27430,3,10260,1056958,286,15
185,1,,,135,30,shot,35327,5,10260,1056964,293,15
186,0,,,494,53,blocked_shot,40945,0,10260,1057054,318,15
187,1,,,137,54,distance,97988,1,8586,1057063,323,15
188,1,,,136,56,header,27430,0,10260,1057072,325,15
189,1,,,137,78,distance,40945,1,10260,1057190,355,15
190,0,,,61,90,blocked_shot,165709,0,10260,1057272,365,15
191,1,,,153,4,shot,30829,2,10260,1071216,244,16
192,0,,,61,5,blocked_shot,24154,0,10260,1071218,243,16
193,0,,,61,9,blocked_shot,27430,0,10260,1071259,246,16
194,0,,,61,9,blocked_shot,30352,1,8472,1071266,240,16
195,0,,,61,19,blocked_shot,23949,1,8472,1071379,266,16
196,1,,,149,24,distance,38802,3,8472,1071435,263,16
197,0,,,61,45,blocked_shot,38802,1,8472,1071665,275,16
198,1,,,135,45,shot,32569,2,10260,1071678,282,16
199,1,,,153,49,shot,40945,1,10260,1071772,279,16
200,0,,,61,57,blocked_shot,30373,1,10260,1071822,299,16
201,0,,,61,69,blocked_shot,25150,3,8472,1071896,303,16
202,0,,,61,73,blocked_shot,24148,0,10260,1071916,309,16
203,1,,,141,78,shot,34944,1,10260,1071953,314,16
204,0,,,61,5,blocked_shot,27430,3,10260,1081616,222,17
205,0,,,494,11,blocked_shot,40945,0,10260,1081717,230,17
206,0,,,61,17,blocked_shot,32569,4,10260,1081845,234,17
207,1,,,137,19,distance,23314,1,10194,1081882,236,17
208,1,,,137,27,distance,23314,0,10194,1081998,242,17
209,0,,,61,31,blocked_shot,30865,0,10260,1082078,246,17
210,0,,,61,34,blocked_shot,24148,1,10260,1082123,248,17
211,1,,,135,34,shot,30615,3,10260,1082125,249,17
212,0,,,61,43,blocked_shot,27430,2,10260,1082270,259,17
213,0,,,61,44,blocked_shot,30829,1,10260,1082289,260,17
214,1,,,153,45,shot,38755,4,10194,1082354,263,17
215,1,,,136,47,header,40695,1,10194,1082443,268,17
216,1,,,137,57,distance,23314,0,10194,1082614,277,17
217,1,,,153,64,shot,40945,1,10260,1082726,283,17
218,1,,,312,71,deflected,165709,4,10260,1082850,291,17
219,1,,,154,74,header,25668,1,10194,1082895,294,17
220,1,,,155,77,distance,33941,1,10194,1082947,298,17
221,0,,,139,90,direct_freekick,24154,1,10260,1083145,208,17
222,0,,,61,13,blocked_shot,24150,5,10260,1132242,244,18
223,0,,,494,15,blocked_shot,40945,0,10260,1132246,248,18
224,0,,,61,16,blocked_shot,40945,4,10260,1132259,252,18
225,1,,,137,18,distance,47382,0,10261,1132264,256,18
226,0,,,494,24,blocked_shot,30829,0,10260,1132292,262,18
227,1,,,135,38,shot,24205,1,10261,1132361,277,18
228,1,,,135,54,shot,47382,2,10261,1132440,288,18
229,0,,,61,59,blocked_shot,30829,4,10260,1132463,298,18
230,1,,,153,82,shot,27430,1,10260,1132528,327,18
231,1,,,137,90,distance,37845,0,10261,1132545,332,18
232,0,,,61,90,blocked_shot,27430,2,10260,1132548,337,18
233,1,,,135,3,shot,40945,1,10260,1244006,220,19
234,1,,,137,20,distance,34944,2,10260,1244203,218,19
235,1,,,147,21,shot,31921,1,8586,1244205,219,19
236,0,,,61,23,blocked_shot,32870,1,8586,1244221,251,19
237,1,,,135,26,shot,24148,0,10260,1244232,223,19
238,0,,,61,27,blocked_shot,30840,0,8586,1244236,234,19
239,0,,,61,36,blocked_shot,30840,1,8586,1244287,294,19
240,1,,,553,37,big chance shot,31097,1,8586,1244297,229,19
241,1,,,135,38,shot,27430,1,10260,1244310,230,19
242,1,,,153,44,shot,27430,1,10260,1244371,297,19
243,1,,,135,56,shot,40945,0,10260,1244629,253,19
244,0,,,139,65,direct_freekick,24148,1,10260,1244702,160,19
245,1,,,135,69,shot,70409,3,10260,1244718,265,19
246,1,,,135,73,shot,30840,1,8586,1244732,267,19
247,1,,,137,4,distance,35466,0,8602,1258027,237,20
248,0,,,61,13,blocked_shot,210065,1,10260,1258143,243,20
249,0,,,61,14,blocked_shot,30802,1,10260,1258164,244,20
250,0,,,61,14,blocked_shot,32569,2,10260,1258166,245,20
251,0,,,61,23,blocked_shot,23538,1,8602,1258301,254,20
252,1,,,153,33,shot,30802,1,10260,1258454,269,20
253,1,,,153,62,shot,210065,1,10260,1258988,296,20
254,0,,,61,64,blocked_shot,70409,0,10260,1259013,298,20
255,0,,,61,68,blocked_shot,32627,1,8602,1259104,303,20
256,1,,,147,71,shot,70409,1,10260,1259147,305,20
257,0,,,61,90,blocked_shot,30373,5,10260,1259457,323,20
258,0,,,61,9,blocked_shot,40945,1,10260,1268531,269,21
259,0,,,139,14,direct_freekick,40945,1,10260,1268653,22,21
260,1,,,8,16,header,27430,1,10260,1268680,223,21
261,1,,,135,21,shot,32569,3,10260,1268816,225,21
262,0,,,61,26,blocked_shot,30598,0,8456,1268931,277,21
263,0,,,152,36,direct_freekick,38817,0,8456,1269126,82,21
264,1,,,140,40,bicycle_kick,27430,1,10260,1269156,241,21
265,0,,,61,45,blocked_shot,30802,0,10260,1269174,252,21
266,1,,,140,57,bicycle_kick,27430,1,10260,1269793,266,21
267,0,,,61,76,blocked_shot,23782,4,8456,1270322,294,21
268,0,,,61,90,blocked_shot,70409,5,10260,1270445,292,21
269,1,,,135,31,shot,23354,2,10252,1272820,341,22
270,1,,,136,44,header,24211,1,10252,1272856,357,22
271,0,,,61,50,blocked_shot,23264,5,10252,1272894,367,22
272,0,,,61,60,blocked_shot,27430,0,10260,1272925,379,22
273,0,,,61,60,blocked_shot,40945,2,10260,1272927,380,22
274,0,,,494,61,blocked_shot,40945,1,10260,1272933,382,22
275,1,,,137,68,distance,139671,0,10252,1272965,397,22
276,0,,,61,68,blocked_shot,23354,2,10252,1272969,398,22
277,1,,,141,80,shot,30620,1,10260,1273020,412,22
278,1,,,147,90,shot,39968,1,10260,1273097,430,22
279,0,,,61,90,blocked_shot,34944,0,10260,1273100,431,22
280,1,,,135,9,shot,71550,2,8528,1284235,265,23
281,1,,,137,11,distance,118929,1,8528,1284258,267,23
282,1,,,147,12,shot,40945,0,10260,1284264,268,23
283,0,,,139,28,direct_freekick,40945,0,10260,1284479,29,23
284,0,,,61,30,blocked_shot,24148,5,10260,1284509,280,23
285,1,,,153,38,shot,29581,1,8528,1284632,289,23
286,1,,,557,71,big chance header,30829,4,10260,1285205,329,23
287,0,,,139,74,direct_freekick,40945,0,10260,1285237,176,23
288,0,,,139,81,direct_freekick,129817,0,8528,1285351,196,23
289,1,,,155,86,distance,40945,1,10260,1285410,349,23
290,1,,,551,90,big chance shot,30829,1,10260,1285500,364,23
291,0,,,61,62,blocked_shot,30802,2,10260,1299001,255,24
292,0,,,61,77,blocked_shot,30829,0,10260,1299280,267,24
293,0,,,61,77,blocked_shot,34944,1,10260,1299281,268,24
294,1,,,136,80,header,19020,1,8655,1299342,275,24
295,1,,,147,80,shot,39968,5,10260,1299349,276,24
296,1,,,142,89,header,27430,1,10260,1299522,287,24
297,1,,,137,9,distance,30829,1,10260,1330643,183,25
298,1,,,136,10,header,25537,3,9825,1330649,168,25
299,0,,,139,13,direct_freekick,40945,1,10260,1330665,23,25
300,1,,,137,23,distance,30829,0,10260,1330703,216,25
301,1,,,68,45,shot,40945,1,10260,1330789,220,25
302,0,,,61,45,blocked_shot,40961,0,10260,1330801,236,25
303,0,,,61,46,blocked_shot,40945,3,10260,1330818,188,25
304,1,,,153,55,shot,40961,0,10260,1330857,189,25
305,1,,,153,56,shot,26181,0,9825,1330861,229,25
306,1,,,141,56,shot,25537,1,9825,1330862,240,25
307,1,,,137,66,distance,3520,0,9825,1330912,230,25
308,1,,,153,86,shot,30829,1,10260,1330990,231,25
309,1,,,135,18,shot,30829,1,10260,1342374,191,26
310,1,,,147,20,shot,24154,2,10260,1342404,190,26
311,1,,,135,43,shot,30829,2,10260,1342696,218,26
312,1,,,136,53,header,30865,1,10260,1342868,253,26
313,0,,,61,54,blocked_shot,40961,2,10260,1342892,207,26
314,0,,,61,60,blocked_shot,27430,1,10260,1342964,217,26
315,1,,,135,65,shot,24156,0,10260,1343032,257,26
316,1,,,156,70,volley,27430,0,10260,1343103,267,26
317,1,,,137,79,distance,24116,0,8472,1343196,227,26
318,0,,,61,10,blocked_shot,70409,6,10260,1139504,299,27
319,1,,,151,11,bicycle_kick,27430,0,10260,1139505,300,27
320,1,,,137,12,distance,30956,0,9879,1139515,303,27
321,1,,,137,17,distance,30956,0,9879,1139554,313,27
322,1,,,147,22,shot,27430,1,10260,1139583,315,27
323,0,,,61,23,blocked_shot,70409,0,10260,1139591,320,27
324,1,,,135,28,shot,27430,0,10260,1139611,325,27
325,1,,,153,31,shot,25253,6,9879,1139633,332,27
326,1,,,147,31,shot,25253,7,9879,1139634,333,27
327,1,,,136,41,header,24741,0,9879,1139712,348,27
328,1,,,136,43,header,43248,1,10260,1139728,351,27
329,0,,,61,51,blocked_shot,30373,3,10260,1139857,358,27
330,0,,,61,51,blocked_shot,24020,4,9879,1139860,359,27
331,0,,,494,56,blocked_shot,24741,0,9879,1139894,365,27
332,1,,,136,63,header,24020,4,9879,1139932,373,27
333,1,,,136,67,header,27430,3,10260,1139953,380,27
334,1,,,135,68,shot,27430,1,10260,1139956,382,27
335,0,,,494,70,blocked_shot,24781,0,9879,1139962,384,27
336,1,,,137,71,distance,30338,1,9879,1139972,391,27
337,0,,,61,74,blocked_shot,40945,1,10260,1139985,389,27
338,1,,,135,12,shot,30829,4,10260,1345348,225,28
339,1,,,137,30,distance,24154,0,10260,1345380,264,28
340,0,,,61,53,blocked_shot,38254,2,8658,1345439,250,28
341,1,,,138,53,volley,25075,4,8658,1345441,269,28
342,0,,,61,63,blocked_shot,24154,0,10260,1345466,267,28
343,0,,,61,69,blocked_shot,30829,0,10260,1345472,306,28
344,1,,,557,83,big chance header,30865,1,10260,1345501,296,28
345,1,,,135,11,shot,30829,0,10260,1145442,238,29
346,0,,,61,14,blocked_shot,30829,1,10260,1145455,258,29
347,0,,,61,21,blocked_shot,27430,0,10260,1145495,253,29
348,0,,,61,23,blocked_shot,37169,0,8654,1145504,260,29
349,1,,,149,41,distance,24148,0,10260,1145543,274,29
350,0,,,61,44,blocked_shot,27430,0,10260,1145555,273,29
351,1,,,135,62,shot,30373,5,10260,1145679,292,29
352,0,,,61,84,blocked_shot,24154,1,10260,1145814,316,29
353,0,,,61,86,blocked_shot,70865,1,8654,1145830,321,29
354,1,,,153,89,shot,26347,4,8654,1145853,322,29
355,0,,,61,2,blocked_shot,36012,2,8668,1156100,249,30
356,0,,,61,10,blocked_shot,24011,0,8668,1156117,259,30
357,0,,,61,11,blocked_shot,36012,3,8668,1156121,262,30
358,1,,,313,34,deflected,30373,0,10260,1156181,291,30
359,0,,,494,37,blocked_shot,24011,1,8668,1156189,295,30
360,0,,,61,39,blocked_shot,24154,0,10260,1156196,300,30
361,1,,,153,39,shot,24011,6,8668,1156202,303,30
362,1,,,135,62,shot,36012,1,8668,1156264,337,30
363,1,,,153,64,shot,40945,4,10260,1156277,343,30
364,0,,,61,68,blocked_shot,24006,2,8668,1156295,348,30
365,1,,,551,78,big chance shot,24006,2,8668,1156332,360,30
366,0,,,61,83,blocked_shot,23268,0,8668,1156368,367,30
367,0,,,61,84,blocked_shot,24216,0,8668,1156370,369,30
368,0,,,61,87,blocked_shot,24160,0,8668,1156382,373,30
369,1,,,135,90,shot,23268,6,8668,1156429,381,30
370,0,,,61,4,blocked_shot,40945,1,10260,1175122,235,31
371,0,,,61,49,blocked_shot,40945,0,10260,1175567,284,31
372,1,,,311,52,deflected,24148,0,10260,1175599,287,31
373,1,,,135,52,shot,27430,1,10260,1175602,289,31
374,1,,,136,65,header,30829,7,10260,1175772,311,31
375,1,,,551,10,big chance shot,24154,1,10260,1188608,284,32
376,1,,,137,10,distance,33633,2,8559,1188609,285,32
377,1,,,153,14,shot,24148,0,10260,1188630,291,32
378,1,,,135,16,shot,30829,0,10260,1188643,293,32
379,1,,,137,22,distance,34430,1,8559,1188665,300,32
380,0,,,61,52,blocked_shot,33633,0,8559,1188893,336,32
381,1,,,147,62,shot,27430,2,10260,1189010,356,32
382,0,,,61,68,blocked_shot,27430,1,10260,1189078,360,32
383,0,,,494,76,blocked_shot,33633,0,8559,1189154,373,32
384,0,,,61,82,blocked_shot,30373,3,10260,1189207,383,32
385,1,,,553,16,big chance shot,38802,2,8472,1201033,266,33
386,0,,,157,26,direct_freekick,156008,1,8472,1201233,114,33
387,0,,,61,27,blocked_shot,38802,0,8472,1201234,274,33
388,1,,,135,36,shot,23949,0,8472,1201349,285,33
389,0,,,61,37,blocked_shot,38802,0,8472,1201354,286,33
390,1,,,68,48,shot,30373,0,10260,1201805,299,33
391,0,,,61,50,blocked_shot,40945,1,10260,1201839,301,33
392,0,,,494,63,blocked_shot,24116,0,8472,1202045,314,33
393,0,,,61,63,blocked_shot,111930,1,8472,1202048,315,33
394,0,,,61,68,blocked_shot,111930,1,8472,1202137,324,33
395,0,,,61,69,blocked_shot,156008,0,8472,1202143,326,33
396,0,,,61,69,blocked_shot,25150,1,8472,1202145,327,33
397,0,,,61,70,blocked_shot,38994,2,10260,1202161,329,33
398,1,,,155,77,distance,40945,0,10260,1202294,338,33
399,1,,,140,84,bicycle_kick,41980,1,8472,1202311,344,33
400,1,,,135,86,shot,41980,0,8472,1202315,345,33
401,0,,,61,87,blocked_shot,40945,0,10260,1202329,347,33
402,0,,,62,90,blocked_shot,,2,10260,1202403,356,33
403,0,,,61,90,blocked_shot,156008,4,8472,1202416,360,33
404,0,,,157,5,direct_freekick,40945,0,10260,1213869,9,34
405,0,,,61,10,blocked_shot,40961,1,10260,1213948,238,34
406,0,,,494,19,blocked_shot,24154,0,10260,1214081,248,34
407,0,,,61,53,blocked_shot,27430,0,10260,1214650,290,34
408,0,,,61,56,blocked_shot,27430,1,10260,1214703,296,34
409,0,,,60,50,direct_freekick,23257,0,8659,1214717,52,34
410,0,,,61,63,blocked_shot,70409,0,10260,1214823,305,34
411,1,,,147,63,shot,32569,2,10260,1214848,306,34
412,1,,,153,70,shot,40961,3,10260,1214972,314,34
413,1,,,520,81,indirect freekick,30829,0,10260,1215104,322,34
414,1,,,135,90,shot,32734,0,8659,1215265,331,34
415,0,,,61,90,blocked_shot,40945,2,10260,1215298,334,34
416,0,,,61,10,blocked_shot,27430,2,10260,1233214,360,35
417,0,,,61,19,blocked_shot,24773,0,10194,1233290,300,35
418,0,,,61,24,blocked_shot,40945,0,10260,1233339,306,35
419,0,,,61,43,blocked_shot,47418,2,10194,1233616,375,35
420,0,,,61,68,blocked_shot,32569,1,10260,1234187,367,35
421,1,,,135,83,shot,40945,1,10260,1234394,351,35
422,1,,,313,90,deflected,40945,1,10260,1234603,361,35
423,0,,,61,17,blocked_shot,40945,0,10260,1379999,300,36
424,1,,,137,34,distance,24156,1,10260,1380194,346,36
425,0,,,61,37,blocked_shot,21853,0,8483,1380225,380,36
426,1,,,136,41,header,38994,0,10260,1380272,336,36
427,1,,,149,43,distance,40563,0,8483,1380297,375,36
428,0,,,61,49,blocked_shot,30829,0,10260,1380502,348,36
429,1,,,147,49,shot,40945,1,10260,1380505,376,36
430,0,,,61,50,blocked_shot,24148,0,10260,1380510,399,36
431,1,,,137,53,distance,38994,5,10260,1380539,405,36
432,1,,,147,64,shot,30373,0,10260,1380617,361,36
433,0,,,494,69,blocked_shot,24154,1,10260,1380685,369,36
434,1,,,153,71,shot,70409,2,10260,1380705,417,36
435,1,,,136,90,header,70409,0,10260,1380995,390,36
436,1,,,135,5,shot,30679,4,8455,1436110,274,37
437,0,,,61,5,blocked_shot,40945,5,10260,1436113,275,37
438,0,,,61,13,blocked_shot,40945,2,10260,1436164,257,37
439,0,,,61,27,blocked_shot,32569,4,10260,1436267,271,37
440,0,,,157,40,direct_freekick,30631,0,8455,1436360,111,37
441,1,,,153,40,shot,31306,1,8455,1436361,345,37
442,1,,,135,41,shot,30631,3,8455,1436367,290,37
443,0,,,139,50,direct_freekick,30631,1,8455,1436485,135,37
444,0,,,61,62,blocked_shot,34944,0,10260,1436563,360,37
445,1,,,153,75,shot,30829,2,10260,1436681,346,37
446,0,,,61,84,blocked_shot,30853,1,8455,1436750,334,37
447,1,,,153,87,shot,150176,3,10260,1436767,359,37
448,1,,,137,1,distance,24171,1,8659,1346331,161,38
449,0,,,61,8,blocked_shot,23257,0,8659,1346344,167,38
450,0,,,61,8,blocked_shot,71502,1,8659,1346345,168,38
451,1,,,135,23,shot,23954,1,8659,1346363,178,38
452,1,,,135,26,shot,32734,2,8659,1346369,182,38
453,0,,,61,53,blocked_shot,32734,0,8659,1346410,202,38
