f1,stats_shoton,coordinates_0,coordinates_1,event_incident_typefk,elapsed,subtype,player1,sortorder,team,id,n,original_index
32375,1,,,135,16,shot,32734,1,8659,1342351,297,2683
32376,1,,,135,30,shot,33790,2,8659,1342536,307,2683
32377,1,,,136,33,header,23934,1,8559,1342566,309,2683
32378,1,,,147,42,shot,49885,2,8659,1342691,320,2683
32379,0,,,61,45,blocked_shot,34261,5,8559,1342766,325,2683
32380,1,,,147,47,shot,33790,1,8659,1342812,328,2683
32381,1,,,313,50,deflected,32734,2,8659,1342856,334,2683
32382,1,,,311,58,deflected,25922,1,8659,1342959,342,2683
32383,0,,,61,71,blocked_shot,27267,2,8659,1343132,354,2683
32384,0,,,61,78,blocked_shot,23783,1,8559,1343215,358,2683
32385,0,,,152,79,direct_freekick,24455,1,8559,1343226,232,2683
32386,1,,,553,88,big chance shot,23934,1,8559,1343342,368,2683
32387,1,,,147,90,shot,24455,2,8559,1343388,374,2683
32388,0,,,61,90,blocked_shot,27267,6,8659,1343430,380,2683
32389,0,,,61,12,blocked_shot,34261,1,8559,1135902,187,2684
32390,1,,,312,15,deflected,70865,0,8654,1135953,193,2684
32391,1,,,137,19,distance,33633,2,8559,1136026,195,2684
32392,1,,,137,26,distance,36394,1,8654,1136136,201,2684
32393,1,,,153,35,shot,34543,0,8654,1136274,220,2684
32394,1,,,135,35,shot,70865,1,8654,1136276,211,2684
32395,1,,,137,45,distance,33633,0,8559,1136511,217,2684
32396,1,,,138,58,volley,35110,2,8654,1136877,233,2684
32397,0,,,61,60,blocked_shot,26347,3,8654,1136919,237,2684
32398,1,,,137,61,distance,24455,0,8559,1136930,238,2684
32399,1,,,137,76,distance,23783,0,8559,1137179,253,2684
32400,0,,,61,50,blocked_shot,30679,5,8455,1345950,306,2685
32401,1,,,135,60,shot,30675,0,8455,1345996,325,2685
32402,0,,,61,62,blocked_shot,30679,0,8455,1346010,322,2685
32403,1,,,138,62,volley,30631,6,8455,1346014,324,2685
32404,1,,,135,64,shot,34261,2,8559,1346028,327,2685
32405,0,,,61,68,blocked_shot,24455,1,8559,1346050,332,2685
32406,0,,,61,68,blocked_shot,193869,2,8559,1346053,333,2685
32407,1,,,148,77,header,24455,1,8559,1346123,344,2685
32408,1,,,141,78,shot,34261,2,8559,1346131,346,2685
32409,1,,,142,82,header,30675,0,8455,1346165,353,2685
32410,1,,,149,88,distance,38834,0,8455,1346215,363,2685
32411,1,,,137,90,distance,30822,0,8455,1346229,366,2685
32412,0,,,61,11,blocked_shot,33633,1,8559,1146841,203,2686
32413,0,,,494,17,blocked_shot,34261,0,8559,1146863,212,2686
32414,1,,,312,18,deflected,33633,0,8559,1146864,211,2686
32415,0,,,152,21,direct_freekick,24455,0,8559,1146871,43,2686
32416,0,,,61,31,blocked_shot,33633,0,8559,1146893,221,2686
32417,1,,,135,34,shot,25075,0,8658,1146904,227,2686
32418,0,,,494,41,blocked_shot,24455,1,8559,1146925,231,2686
32419,1,,,313,41,deflected,24455,2,8559,1146946,241,2686
32420,1,,,135,55,shot,34261,3,8559,1147044,248,2686
32421,1,,,135,83,shot,31953,0,8658,1147273,264,2686
32422,1,,,125,89,bicycle_kick,23783,0,8559,1147340,271,2686
32423,1,,,68,90,shot,31953,4,8658,1147375,276,2686
32424,0,,,61,3,blocked_shot,30613,3,9825,1156599,297,2687
32425,1,,,147,5,shot,3520,2,9825,1156630,300,2687
32426,0,,,494,7,blocked_shot,33633,0,8559,1156660,308,2687
32427,1,,,135,12,shot,23934,2,8559,1156767,315,2687
32428,1,,,68,24,shot,46539,3,9825,1156997,331,2687
32429,1,,,135,27,shot,30613,2,9825,1157059,330,2687
32430,1,,,153,31,shot,31435,0,9825,1157122,332,2687
32431,1,,,153,36,shot,34261,1,8559,1157228,338,2687
32432,0,,,61,36,blocked_shot,35532,2,8559,1157232,339,2687
32433,1,,,8,44,header,34261,6,8559,1157412,349,2687
32434,1,,,135,45,shot,30613,1,9825,1157440,350,2687
32435,1,,,153,57,shot,24455,3,8559,1157833,373,2687
32436,1,,,147,57,shot,25537,5,9825,1157836,369,2687
32437,1,,,8,58,header,25537,6,9825,1157856,381,2687
32438,1,,,136,70,header,130670,5,8559,1158101,390,2687
32439,0,,,61,71,blocked_shot,34261,2,8559,1158118,393,2687
32440,1,,,68,78,shot,23678,2,9825,1158234,397,2687
32441,1,,,147,80,shot,39297,0,9825,1158257,402,2687
32442,1,,,68,83,shot,75342,1,9825,1158311,405,2687
32443,0,,,61,88,blocked_shot,23678,0,9825,1158402,408,2687
32444,0,,,61,88,blocked_shot,78513,2,9825,1158409,409,2687
32445,1,,,153,2,shot,139671,1,10252,1171955,232,2688
32446,1,,,313,15,deflected,30892,0,10252,1172103,273,2688
32447,0,,,61,15,blocked_shot,30892,3,10252,1172114,274,2688
32448,0,,,61,32,blocked_shot,23934,2,8559,1172315,281,2688
32449,1,,,312,33,deflected,139671,0,10252,1172323,278,2688
32450,1,,,147,37,shot,23264,1,10252,1172368,253,2688
32451,0,,,61,37,blocked_shot,30357,4,10252,1172382,266,2688
32452,1,,,137,59,distance,30892,1,10252,1172805,280,2688
32453,1,,,150,63,volley,33633,1,8559,1172864,308,2688
32454,1,,,153,70,shot,24455,1,8559,1172989,291,2688
32455,0,,,61,74,blocked_shot,33633,0,8559,1173036,301,2688
32456,1,,,313,74,deflected,26165,4,10252,1173045,303,2688
32457,0,,,152,85,direct_freekick,24372,0,8559,1173185,220,2688
32458,1,,,135,86,shot,34261,1,8559,1173200,319,2688
32459,0,,,61,90,blocked_shot,155384,0,8559,1173271,322,2688
32460,1,,,551,10,big chance shot,24154,1,10260,1188608,284,2689
32461,1,,,137,10,distance,33633,2,8559,1188609,285,2689
32462,1,,,153,14,shot,24148,0,10260,1188630,291,2689
32463,1,,,135,16,shot,30829,0,10260,1188643,293,2689
32464,1,,,137,22,distance,34430,1,8559,1188665,300,2689
32465,0,,,61,52,blocked_shot,33633,0,8559,1188893,336,2689
32466,1,,,147,62,shot,27430,2,10260,1189010,356,2689
32467,0,,,61,68,blocked_shot,27430,1,10260,1189078,360,2689
32468,0,,,494,76,blocked_shot,33633,0,8559,1189154,373,2689
32469,0,,,61,82,blocked_shot,30373,3,10260,1189207,383,2689
32470,0,,,61,22,blocked_shot,23257,0,8659,1200838,129,2690
32471,1,,,153,34,shot,23257,0,8659,1201069,164,2690
32472,1,,,136,39,header,26454,1,8559,1201169,183,2690
32473,1,,,169,46,shot,,1,8559,1201446,152,2690
32474,1,,,228,52,header,,0,8559,1201524,174,2690
32475,1,,,135,55,shot,23934,0,8559,1201604,143,2690
32476,1,,,8,73,header,23257,1,8659,1201915,156,2690
32477,1,,,135,83,shot,23019,0,8659,1202070,163,2690
32478,1,,,135,18,shot,24773,1,10194,1214091,264,2691
32479,1,,,149,45,distance,33633,2,8559,1214492,295,2691
32480,1,,,135,59,shot,24411,1,10194,1214781,308,2691
32481,1,,,135,73,shot,24455,1,8559,1215015,326,2691
32482,1,,,553,90,big chance shot,23934,1,8559,1215280,340,2691
32483,0,,,493,90,blocked_shot,,0,10194,1215339,348,2691
32484,1,,,135,45,shot,71550,1,8528,1230558,114,2692
32485,0,,,494,64,blocked_shot,33633,0,8559,1230982,141,2692
32486,1,,,135,70,shot,193869,0,8559,1231064,142,2692
32487,1,,,153,73,shot,49825,0,8528,1231100,125,2692
32488,1,,,153,86,shot,160713,0,8528,1231242,153,2692
32489,1,,,141,18,shot,33632,2,8650,1346717,203,2693
32490,1,,,136,25,header,34036,3,8650,1346818,214,2693
32491,1,,,137,41,distance,41175,0,8650,1347027,225,2693
32492,0,,,61,49,blocked_shot,41175,0,8650,1347201,243,2693
32493,1,,,153,66,shot,30618,1,8650,1347432,259,2693
32494,0,,,61,68,blocked_shot,30853,1,8650,1347456,261,2693
32495,0,,,61,68,blocked_shot,41175,2,8650,1347460,262,2693
32496,1,,,137,78,distance,155384,6,8559,1347591,275,2693
32497,0,,,61,80,blocked_shot,41175,0,8650,1347616,276,2693
32498,0,,,61,85,blocked_shot,155384,1,8559,1347684,282,2693
32499,0,,,61,85,blocked_shot,34261,2,8559,1347685,281,2693
32500,0,,,61,87,blocked_shot,34261,1,8559,1347713,286,2693
32501,1,,,137,89,distance,30753,1,8559,1347734,290,2693
32502,0,,,61,90,blocked_shot,33632,2,8650,1347751,292,2693
32503,0,,,61,90,blocked_shot,30618,3,8650,1347752,291,2693
32504,1,,,135,90,shot,30753,1,8559,1347809,297,2693
32505,0,,,61,8,blocked_shot,155384,2,8559,1351685,168,2694
32506,0,,,157,32,direct_freekick,71550,0,8528,1352105,55,2694
32507,0,,,61,36,blocked_shot,193869,0,8559,1352154,193,2694
32508,0,,,61,44,blocked_shot,40015,0,8528,1352221,199,2694
32509,1,,,153,77,shot,34261,1,8559,1352994,227,2694
32510,0,,,61,88,blocked_shot,129817,1,8528,1353137,238,2694
32511,1,,,147,89,shot,33633,4,8559,1353154,245,2694
32512,1,,,553,90,big chance shot,34261,0,8559,1353199,250,2694
32513,1,,,135,90,shot,71550,1,8528,1353209,249,2694
32514,0,,,494,7,blocked_shot,47418,0,10194,1362748,254,2695
32515,1,,,137,22,distance,42183,1,10194,1362982,272,2695
32516,1,,,150,27,volley,30988,3,10194,1363060,296,2695
32517,0,,,61,29,blocked_shot,42183,4,10194,1363100,288,2695
32518,0,,,494,40,blocked_shot,24372,0,8559,1363273,280,2695
32519,0,,,157,51,direct_freekick,24455,0,8559,1363547,147,2695
32520,1,,,135,58,shot,23934,3,8559,1363655,309,2695
32521,1,,,155,65,distance,34261,0,8559,1363759,312,2695
32522,1,,,148,90,header,11576,3,8559,1364084,301,2695
32523,1,,,136,3,header,23934,2,8559,1379486,184,2696
32524,1,,,311,13,deflected,26454,0,8559,1379511,189,2696
32525,1,,,135,26,shot,30822,1,8455,1379582,203,2696
32526,0,,,61,30,blocked_shot,37804,0,8455,1379596,204,2696
32527,1,,,148,31,header,24372,1,8559,1379603,206,2696
32528,0,,,61,41,blocked_shot,30679,0,8455,1379662,217,2696
32529,1,,,151,44,bicycle_kick,34261,1,8559,1379670,218,2696
32530,1,,,137,55,distance,33633,3,8559,1379724,226,2696
32531,0,,,494,60,blocked_shot,24372,1,8559,1379742,230,2696
32532,1,,,312,69,deflected,37804,1,8455,1379775,235,2696
32533,0,,,61,74,blocked_shot,37804,-1,8455,1379807,241,2696
32534,1,,,36,87,distance,37804,0,8455,1379855,246,2696
32535,1,,,135,88,shot,37804,1,8455,1379863,247,2696
32536,0,,,61,90,blocked_shot,193869,1,8559,1379873,248,2696
32537,1,,,147,90,shot,37804,2,8455,1379879,251,2696
32538,1,,,147,11,shot,34261,6,8559,1392420,312,2697
32539,1,,,312,13,deflected,34261,4,8559,1392468,315,2697
32540,1,,,553,20,big chance shot,24372,1,8559,1392613,322,2697
32541,0,,,62,23,blocked_shot,,5,8602,1392692,329,2697
32542,0,,,61,25,blocked_shot,40022,1,8602,1392731,330,2697
32543,0,,,61,31,blocked_shot,34261,0,8559,1392866,345,2697
32544,0,,,61,46,blocked_shot,40568,3,8602,1393331,362,2697
32545,1,,,135,51,shot,25415,0,8602,1393450,366,2697
32546,1,,,551,55,big chance shot,130670,5,8559,1393547,370,2697
32547,0,,,62,64,blocked_shot,,0,8559,1393766,387,2697
32548,0,,,61,66,blocked_shot,23435,2,8602,1393841,395,2697
32549,1,,,313,21,deflected,51553,2,8559,1395964,357,2698
32550,0,,,61,27,blocked_shot,51553,0,8559,1396048,363,2698
32551,0,,,61,28,blocked_shot,24455,1,8559,1396068,364,2698
32552,1,,,135,35,shot,97988,0,8586,1396173,373,2698
32553,0,,,139,42,direct_freekick,30840,1,8586,1396327,137,2698
32554,1,,,136,51,header,23934,1,8559,1396666,399,2698
32555,0,,,61,55,blocked_shot,30348,1,8586,1396734,406,2698
32556,1,,,552,65,big chance shot,36012,2,8586,1396889,415,2698
32557,0,,,61,76,blocked_shot,51553,5,8559,1397037,429,2698
32558,0,,,61,80,blocked_shot,40755,4,8586,1397091,432,2698
32559,1,,,153,81,shot,30348,0,8586,1397097,433,2698
32560,0,,,61,86,blocked_shot,46403,2,8586,1397168,437,2698
32561,0,,,61,87,blocked_shot,36012,4,8586,1397186,438,2698
32562,0,,,61,19,blocked_shot,24846,0,8668,1408963,252,2699
32563,0,,,139,35,direct_freekick,24372,0,8559,1409088,83,2699
32564,1,,,137,41,distance,24011,0,8668,1409138,276,2699
32565,0,,,494,52,blocked_shot,24372,0,8559,1409380,292,2699
32566,1,,,147,83,shot,148790,1,8668,1409743,328,2699
32567,1,,,138,2,volley,23783,1,8559,1428972,266,2700
32568,0,,,61,9,blocked_shot,35454,1,10261,1429087,279,2700
32569,0,,,61,9,blocked_shot,24455,4,8559,1429092,275,2700
32570,1,,,150,12,volley,36412,1,10261,1429125,280,2700
32571,0,,,61,15,blocked_shot,24455,0,8559,1429168,285,2700
32572,0,,,61,16,blocked_shot,51553,0,8559,1429183,286,2700
32573,0,,,61,27,blocked_shot,35454,2,10261,1429346,302,2700
32574,1,,,8,30,header,36412,1,10261,1429382,309,2700
32575,1,,,137,43,distance,35532,0,8559,1429544,322,2700
32576,1,,,153,48,shot,37475,5,10261,1429694,330,2700
32577,1,,,137,53,distance,23783,0,8559,1429752,341,2700
32578,1,,,136,55,header,23783,1,8559,1429796,340,2700
32579,0,,,61,63,blocked_shot,33633,0,8559,1429898,348,2700
32580,1,,,137,64,distance,33633,1,8559,1429919,351,2700
32581,0,,,61,1,blocked_shot,23934,4,8559,1439872,298,2701
32582,0,,,61,15,blocked_shot,24166,3,8559,1440043,311,2701
32583,0,,,494,36,blocked_shot,33633,0,8559,1440322,331,2701
32584,0,,,494,37,blocked_shot,51553,1,8559,1440335,333,2701
32585,0,,,61,45,blocked_shot,34261,5,8559,1440465,341,2701
32586,1,,,135,50,shot,23949,0,10252,1440650,354,2701
32587,0,,,61,54,blocked_shot,23949,1,10252,1440747,356,2701
32588,0,,,61,55,blocked_shot,30892,2,10252,1440756,359,2701
32589,0,,,61,55,blocked_shot,23949,4,10252,1440768,362,2701
32590,1,,,553,56,big chance shot,23949,0,10252,1440776,361,2701
32591,1,,,154,75,header,23783,0,8559,1441165,386,2701
32592,0,,,61,86,blocked_shot,24455,6,8559,1441410,409,2701
32593,0,,,61,90,blocked_shot,30892,2,10252,1441507,416,2701
32594,0,,,570,10,big chance blocked,70409,2,10260,1464558,288,2702
32595,0,,,139,13,direct_freekick,33633,0,8559,1464616,35,2702
32596,1,,,138,26,volley,30829,0,10260,1464791,301,2702
32597,0,,,61,30,blocked_shot,34261,1,8559,1464858,308,2702
32598,1,,,137,31,distance,51553,1,8559,1464881,310,2702
32599,1,,,137,55,distance,40945,0,10260,1465508,342,2702
32600,0,,,61,64,blocked_shot,34261,3,8559,1465709,352,2702
32601,0,,,61,64,blocked_shot,23934,4,8559,1465711,353,2702
32602,1,,,141,65,shot,30829,1,10260,1465722,354,2702
32603,0,,,61,66,blocked_shot,34944,1,10260,1465742,356,2702
32604,1,,,135,84,shot,30829,2,10260,1466066,378,2702
32605,1,,,556,85,big chance header,24372,0,8559,1466078,380,2702
32606,0,,,61,86,blocked_shot,27430,2,10260,1466112,381,2702
32607,1,,,155,87,distance,40945,3,10260,1466145,388,2702
32608,1,,,153,88,shot,40945,1,10260,1466152,389,2702
32609,1,,,311,4,deflected,25075,0,8658,1480253,431,2703
32610,1,,,135,8,shot,34261,0,8559,1480332,422,2703
32611,0,,,61,22,blocked_shot,37552,1,8658,1480625,452,2703
32612,1,,,136,29,header,51553,1,8559,1480769,462,2703
32613,0,,,570,32,big chance blocked,51553,4,8559,1480840,466,2703
32614,1,,,312,33,deflected,34261,4,8559,1480866,471,2703
32615,1,,,551,42,big chance shot,51553,0,8559,1481036,482,2703
32616,1,,,552,42,big chance shot,51553,2,8559,1481049,483,2703
32617,1,,,136,45,header,34193,1,8658,1481138,491,2703
32618,1,,,153,48,shot,37552,0,8658,1481260,494,2703
32619,1,,,135,51,shot,51553,1,8559,1481314,502,2703
32620,1,,,8,53,header,24166,4,8559,1481354,504,2703
32621,1,,,136,54,header,23934,6,8559,1481378,511,2703
32622,1,,,552,56,big chance shot,34193,1,8658,1481421,513,2703
32623,1,,,136,64,header,11576,1,8559,1481563,527,2703
32624,0,,,61,90,blocked_shot,30753,1,8559,1482085,569,2703
32625,1,,,557,90,big chance header,23934,3,8559,1482089,568,2703
32626,1,,,557,90,big chance header,26454,5,8559,1482095,571,2703
32627,0,,,61,4,blocked_shot,23934,2,8559,1492572,288,2704
32628,0,,,61,11,blocked_shot,30635,2,8654,1492705,294,2704
32629,1,,,137,17,distance,51553,0,8559,1492824,299,2704
32630,0,,,61,25,blocked_shot,33633,2,8559,1492993,311,2704
32631,1,,,136,33,header,51553,1,8559,1493162,323,2704
32632,1,,,135,42,shot,30628,1,8654,1493337,336,2704
32633,1,,,137,51,distance,24223,0,8654,1493689,353,2704
32634,1,,,148,57,header,35411,3,8654,1493823,363,2704
32635,1,,,153,60,shot,51553,1,8559,1493897,369,2704
32636,1,,,68,63,shot,109897,3,8654,1493951,377,2704
32637,1,,,135,74,shot,35411,1,8654,1494158,396,2704
32638,0,,,61,88,blocked_shot,34261,2,8559,1494415,413,2704
32639,1,,,135,90,shot,193869,4,8559,1494463,421,2704
32640,1,,,135,2,shot,35532,1,8559,1526897,264,2705
32641,1,,,137,3,distance,30956,0,9879,1526898,263,2705
32642,0,,,61,15,blocked_shot,43247,1,9879,1526953,280,2705
32643,1,,,153,23,shot,41008,2,9879,1526985,289,2705
32644,1,,,135,30,shot,26454,4,8559,1527026,297,2705
32645,1,,,135,37,shot,130670,1,8559,1527046,303,2705
32646,0,,,494,39,blocked_shot,24372,0,8559,1527049,302,2705
32647,1,,,135,39,shot,24372,3,8559,1527052,305,2705
32648,1,,,135,45,shot,11576,1,8559,1527064,313,2705
32649,0,,,61,70,blocked_shot,34261,2,8559,1527226,341,2705
32650,1,,,153,4,shot,31013,2,9825,1522535,309,2706
32651,0,,,61,4,blocked_shot,26181,3,9825,1522536,297,2706
32652,0,,,61,5,blocked_shot,31013,2,9825,1522543,294,2706
32653,1,,,149,16,distance,30613,0,9825,1522642,325,2706
32654,0,,,61,19,blocked_shot,30843,2,9825,1522681,296,2706
32655,1,,,135,25,shot,24372,2,8559,1522721,311,2706
32656,1,,,553,38,big chance shot,130670,0,8559,1522828,358,2706
32657,1,,,559,38,big chance header,23783,2,8559,1522836,396,2706
32658,0,,,61,45,blocked_shot,30613,0,9825,1522891,394,2706
32659,0,,,61,69,blocked_shot,51553,1,8559,1523262,329,2706
32660,1,,,153,70,shot,26181,2,9825,1523271,374,2706
32661,0,,,61,70,blocked_shot,26181,3,9825,1523273,333,2706
32662,0,,,61,71,blocked_shot,26181,1,9825,1523283,364,2706
32663,0,,,61,83,blocked_shot,30843,4,9825,1523476,366,2706
32664,1,,,552,89,big chance shot,34261,3,8559,1523559,406,2706
32665,1,,,135,7,shot,30842,2,8655,1529071,339,2707
32666,1,,,141,15,shot,25667,0,8655,1529168,350,2707
32667,0,,,61,25,blocked_shot,25667,4,8655,1529285,365,2707
32668,1,,,147,25,shot,25667,22,8655,1529288,366,2707
32669,0,,,494,45,blocked_shot,24372,4,8559,1529521,386,2707
32670,1,,,137,56,distance,27483,1,8655,1529773,399,2707
32671,0,,,61,63,blocked_shot,30658,8,8655,1529873,409,2707
32672,0,,,494,67,blocked_shot,27483,0,8655,1529909,413,2707
32673,0,,,61,87,blocked_shot,25667,3,8655,1530120,436,2707
32674,1,,,137,90,distance,21613,0,8655,1530164,442,2707
32675,1,,,553,11,big chance shot,24372,4,8559,1540110,374,2708
32676,1,,,553,27,big chance shot,51553,0,8559,1540331,396,2708
32677,1,,,135,28,shot,24116,1,8472,1540339,397,2708
32678,1,,,147,38,shot,130670,7,8559,1540468,412,2708
32679,0,,,61,41,blocked_shot,24116,2,8472,1540524,418,2708
32680,1,,,155,45,distance,24372,3,8559,1540613,421,2708
32681,1,,,153,47,shot,33468,2,8472,1540830,425,2708
32682,0,,,61,47,blocked_shot,156008,4,8472,1540835,426,2708
32683,0,,,61,66,blocked_shot,51553,3,8559,1541211,451,2708
32684,1,,,553,80,big chance shot,193869,1,8559,1541337,463,2708
32685,1,,,311,90,deflected,23934,3,8559,1541456,478,2708
32686,0,,,494,9,blocked_shot,51553,0,8559,1551093,257,2709
32687,1,,,153,27,shot,51553,1,8559,1551282,278,2709
32688,0,,,61,28,blocked_shot,35345,1,8483,1551296,280,2709
32689,1,,,136,41,header,23464,1,8483,1551417,295,2709
32690,0,,,61,63,blocked_shot,23937,0,8559,1551724,321,2709
32691,0,,,61,65,blocked_shot,23783,3,8559,1551761,325,2709
32692,1,,,135,68,shot,51553,0,8559,1551796,330,2709
32693,0,,,61,69,blocked_shot,51553,0,8559,1551811,332,2709
32694,0,,,494,3,blocked_shot,24372,0,8559,1564267,258,2710
32695,0,,,61,5,blocked_shot,38817,1,8456,1564312,260,2710
32696,0,,,61,9,blocked_shot,37459,1,8456,1564425,263,2710
32697,0,,,61,20,blocked_shot,23934,2,8559,1564701,279,2710
32698,1,,,147,20,shot,34261,4,8559,1564707,280,2710
32699,0,,,61,21,blocked_shot,34261,0,8559,1564719,281,2710
32700,1,,,148,30,header,23934,1,8559,1564918,289,2710
32701,1,,,135,35,shot,51553,1,8559,1565027,295,2710
32702,1,,,153,39,shot,36615,5,8456,1565131,302,2710
32703,1,,,153,39,shot,38817,6,8456,1565133,303,2710
32704,1,,,153,42,shot,24159,1,8456,1565186,308,2710
32705,0,,,61,47,blocked_shot,23783,2,8559,1565369,318,2710
32706,1,,,135,55,shot,37459,1,8456,1565549,326,2710
32707,0,,,61,57,blocked_shot,23937,2,8559,1565599,328,2710
32708,1,,,153,68,shot,38817,2,8456,1565844,335,2710
32709,1,,,147,79,shot,11576,1,8559,1566106,339,2710
32710,1,,,135,85,shot,38817,2,8456,1566236,347,2710
32711,0,,,61,21,blocked_shot,35338,1,10172,1603840,273,2711
32712,1,,,135,21,shot,38704,4,10172,1603846,274,2711
32713,0,,,494,26,blocked_shot,47394,0,10172,1603896,279,2711
32714,1,,,135,35,shot,47394,1,10172,1604021,285,2711
32715,0,,,61,39,blocked_shot,23934,3,8559,1604089,290,2711
32716,1,,,137,46,distance,30753,2,8559,1604412,305,2711
32717,0,,,61,51,blocked_shot,97657,3,10172,1604527,297,2711
32718,0,,,61,58,blocked_shot,38856,3,8559,1604651,312,2711
32719,1,,,135,59,shot,40128,33,8559,1604668,317,2711
32720,0,,,494,62,blocked_shot,38856,1,8559,1604744,322,2711
32721,0,,,61,66,blocked_shot,33633,1,8559,1604812,323,2711
32722,1,,,68,67,shot,38856,3,8559,1604832,318,2711
32723,0,,,494,77,blocked_shot,23163,0,10172,1604978,333,2711
32724,1,,,136,88,header,23783,2,8559,1605161,351,2711
32725,0,,,61,90,blocked_shot,23934,4,8559,1605175,348,2711
32726,0,,,61,90,blocked_shot,23163,1,10172,1605177,344,2711
32727,0,,,61,90,blocked_shot,35338,2,10172,1605178,353,2711
32728,0,,,61,8,blocked_shot,23305,0,10003,1742137,195,2712
32729,1,,,136,15,header,23783,2,8559,1742235,203,2712
32730,1,,,147,20,shot,41175,0,8559,1742293,206,2712
32731,1,,,137,25,distance,33048,0,8559,1742369,213,2712
32732,1,,,137,29,distance,23849,0,10003,1742414,216,2712
32733,0,,,61,36,blocked_shot,23991,0,10003,1742496,227,2712
32734,1,,,147,52,shot,23305,0,10003,1742752,249,2712
32735,0,,,61,52,blocked_shot,23882,3,10003,1742771,251,2712
32736,1,,,149,56,distance,23991,0,10003,1742810,253,2712
32737,1,,,135,85,shot,23305,2,10003,1743255,274,2712
32738,1,,,141,90,shot,38759,1,10003,1743318,281,2712
32739,1,,,155,4,distance,35532,1,8559,1765035,238,2713
32740,1,,,153,7,shot,30830,2,10194,1765091,241,2713
32741,1,,,149,8,distance,155384,0,8559,1765105,243,2713
32742,0,,,61,15,blocked_shot,38697,3,10194,1765250,248,2713
32743,1,,,135,16,shot,30830,1,10194,1765263,251,2713
32744,0,,,61,17,blocked_shot,38856,2,8559,1765279,253,2713
32745,1,,,229,45,header,,0,10194,1765813,276,2713
32746,0,,,61,45,blocked_shot,33881,1,10194,1765820,277,2713
32747,0,,,61,50,blocked_shot,24166,0,8559,1766003,282,2713
32748,1,,,142,56,header,38899,1,10194,1766065,292,2713
32749,0,,,61,71,blocked_shot,155384,1,8559,1766227,305,2713
32750,0,,,494,78,blocked_shot,38856,0,8559,1766303,311,2713
32751,1,,,147,85,shot,35532,0,8559,1766389,318,2713
32752,1,,,148,4,header,26527,0,8659,1776339,298,2714
32753,1,,,559,6,big chance header,23783,3,8559,1776399,308,2714
32754,0,,,61,34,blocked_shot,38856,0,8559,1776903,340,2714
32755,1,,,135,36,shot,30753,2,8559,1776940,343,2714
32756,1,,,153,39,shot,155384,5,8559,1777017,345,2714
32757,1,,,136,45,header,24737,3,8659,1777165,356,2714
32758,0,,,570,45,big chance blocked,38856,1,8559,1777182,357,2714
32759,0,,,61,52,blocked_shot,24171,2,8659,1777425,363,2714
32760,0,,,570,53,big chance blocked,23954,8,8659,1777479,367,2714
32761,1,,,551,63,big chance shot,23954,2,8659,1777682,376,2714
32762,1,,,136,65,header,32441,4,8659,1777734,375,2714
32763,1,,,135,77,shot,30753,5,8559,1777965,401,2714
32764,1,,,153,4,shot,77690,0,8668,1791923,285,2715
32765,1,,,153,13,shot,30753,2,8559,1792076,309,2715
32766,0,,,61,22,blocked_shot,38856,0,8559,1792250,278,2715
32767,1,,,135,25,shot,38856,1,8559,1792304,329,2715
32768,1,,,137,37,distance,30839,0,8668,1792502,330,2715
32769,0,,,61,42,blocked_shot,30876,3,8668,1792639,337,2715
32770,0,,,61,44,blocked_shot,77690,1,8668,1792665,294,2715
32771,0,,,61,48,blocked_shot,30753,0,8559,1792857,296,2715
32772,0,,,61,55,blocked_shot,30735,1,8668,1793008,341,2715
32773,1,,,312,56,deflected,77690,2,8668,1793042,352,2715
32774,1,,,551,58,big chance shot,30735,2,8668,1793080,347,2715
32775,1,,,553,65,big chance shot,30753,1,8559,1793244,305,2715
32776,1,,,558,70,big chance header,30876,1,8668,1793357,358,2715
32777,1,,,135,70,shot,30735,2,8668,1793359,314,2715
32778,1,,,137,74,distance,24006,2,8668,1793440,364,2715
32779,0,,,61,90,blocked_shot,215384,0,8668,1793789,355,2715
32780,0,,,61,90,blocked_shot,215384,1,8668,1793832,353,2715
32781,1,,,312,90,deflected,24006,3,8668,1793838,373,2715
32782,1,,,553,25,big chance shot,30348,0,8586,1808313,247,2716
32783,1,,,313,26,deflected,38856,0,8559,1808332,253,2716
32784,1,,,153,28,shot,30960,4,8586,1808391,234,2716
32785,1,,,553,34,big chance shot,31921,4,8586,1808477,260,2716
32786,1,,,552,35,big chance shot,30348,0,8586,1808478,278,2716
32787,0,,,61,35,blocked_shot,40006,3,8586,1808491,262,2716
32788,1,,,553,40,big chance shot,30960,0,8586,1808587,318,2716
32789,1,,,136,43,header,191616,1,8559,1808634,269,2716
32790,0,,,61,45,blocked_shot,30753,0,8559,1808665,261,2716
32791,1,,,135,45,shot,155384,1,8559,1808667,266,2716
32792,0,,,570,49,big chance blocked,31097,0,8586,1808881,271,2716
32793,0,,,61,54,blocked_shot,24780,1,8559,1809000,289,2716
32794,0,,,61,60,blocked_shot,26108,0,8586,1809133,274,2716
32795,1,,,553,67,big chance shot,24223,1,8586,1809283,296,2716
32796,1,,,155,69,distance,31921,0,8586,1809308,320,2716
32797,0,,,61,69,blocked_shot,31921,2,8586,1809317,287,2716
32798,1,,,142,83,header,40128,1,8559,1809517,332,2716
32799,1,,,553,90,big chance shot,30348,2,8586,1809635,313,2716
